probe_config,condition,public_condition,scan_id,pa_s_mm,edm_id,edm_side,edm_x,edm_y,edm_z,length_mm,source_x,source_y,source_z,focus_x,focus_y,focus_z,ut_path_mm_raw,source_to_focus_mm_raw,ut_path_mm_display,geometry_center_mm_display,edm_to_focus_error_mm,edm_to_beam_axis_mm,projection_along_beam_mm,delay_span_us,n_elements,path_correction_factor,green_incident,green_phase_proxy,finite_beam_factor,born_response,kirchhoff_zone_response,edge_gtd_response,total_physics_response,continuous_geometry_echo,response_vs_geometry_percent_raw,note,edm_detectability_percent,edm_detectability_db
1D16,PA1_TO_C1,PA1 → C1,0,0.0,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-149.90804692985947,151.2775293093675,-92.07492606,-124.23,120.25,-51.8,58.36460959517803,56.95734665795266,40.04551954692235,39.498834974233624,4.915821014845835,4.763938398933852,58.16985941300453,1.0858863497585285,16,1.559297349165172,1.3706936541662302,-0.5759963036720268,0.972933422169452,0.4667577836928656,0.5962322826943547,0.8657679093390813,2.406005758984964,84.27358860000197,2.854993834907023,Green + Born + Kirchhoff zone + Edge/GTD; provisional path correction; CIVA-like dB display,22.31720286891192,-13.027204774188094
1D16,PA1_TO_C1,PA1 → C1,11,18.535242173878554,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-133.82283953829096,158.5578860389059,-86.44206371999998,-112.15856751978896,131.58710612802994,-51.8,55.35780338747901,48.95749411349705,38.877454558260965,36.39110304002855,21.349084951758332,21.239149549412982,51.12127661066822,1.0700243777872789,16,1.601084704254382,1.4451440466312764,-0.34939188535801236,0.5819620597331808,0.29435665209603856,0.33262536762499967,0.5340980621012276,1.4871900475360453,98.04423381785573,1.5168562082895278,Green + Born + Kirchhoff zone + Edge/GTD; provisional path correction; CIVA-like dB display,13.794614527228195,-17.205808616326156
1D16,PA1_TO_C1,PA1 → C1,12,20.209105802724146,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-132.34412773399032,159.18438922350688,-85.97012664,-111.00774198986298,132.5586618418747,-51.8,55.38040985579581,48.288386490095476,38.88623657556907,36.131172357917876,22.846402001462295,22.739433100906304,50.4966135304669,1.0673765740659782,16,1.6007578868364147,1.444554134003536,-0.13661629417010332,0.5377026885426028,0.27185922455966144,0.3014571158786183,0.49161494923122784,1.363757728701871,99.40278292347865,1.3719512558835565,Green + Born + Kirchhoff zone + Edge/GTD; provisional path correction; CIVA-like dB display,12.649702845402206,-17.958393527894287
1D16,PA1_TO_C1,PA1 → C1,13,21.890849196385524,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-130.85578320019675,159.80836126241908,-85.49710414,-109.85149267437232,133.52375610468974,-51.8,55.450198168479176,47.61885672937745,38.913347496271065,35.8710776865822,24.343956777486728,24.23950565251386,49.871543415512605,1.0699482085297485,16,1.599750231607242,1.4427360522126362,0.5156248056825785,0.49414218737419996,0.2495208620253895,0.27116278177025965,0.44959567828370806,1.2417636561761356,100.80040407687363,1.231903450733319,Green + Born + Kirchhoff zone + Edge/GTD; provisional path correction; CIVA-like dB display,11.518131794420942,-18.772359128620437
1D16,PA1_TO_C1,PA1 → C1,14,23.563619434864517,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-129.372420748026,160.42351648234117,-85.02872378,-108.68080939579498,134.471273148349,-51.8,55.56679826313691,46.96604942366405,38.958643560877945,35.61747924841424,25.840130695367733,25.73936365173314,49.24585493236962,1.0669086659837266,16,1.5980709105902273,1.4397086479800314,0.9944897250812633,0.45167976413768574,0.22760054189131246,0.24209193432409157,0.40853100479853355,1.12277071840453,102.20148509194173,1.0985855219172904,Green + Born + Kirchhoff zone + Edge/GTD; provisional path correction; CIVA-like dB display,10.414398138630748,-19.64731646847599
1D16,PA1_TO_C1,PA1 → C1,15,25.228207034248328,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-127.88970162422818,161.03015370306392,-84.5766318,-107.50455468503364,135.4118845740274,-51.8,55.7361519254075,46.32663943189782,39.02443299655668,35.369085313723666,27.336449964851884,27.239541753123042,48.62639197526352,1.0646861595363897,16,1.5956412034042469,1.4353341096648575,-0.18042063982244788,0.41063977041397925,0.20629184424104563,0.21449223543533052,0.36878299341222043,1.0078926037371658,103.61209142001785,0.9727557758210073,Green + Born + Kirchhoff zone + Edge/GTD; provisional path correction; CIVA-like dB display,9.34883203154409,-20.58485286049514
1D16,PA1_TO_C1,PA1 → C1,16,26.900797369639978,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-126.39729447280997,161.63412806146707,-84.12331700999998,-106.32316097395022,136.3460194255881,-51.8,55.95173182038061,45.68649796864511,39.1081801056762,35.12040722163333,28.832891766531443,28.73938539080666,48.00670808395928,1.0684007554901471,16,1.5925642642726245,1.4298038219231621,-0.7600469309450033,0.3713288091526407,0.18582457268081776,0.18862451834453067,0.33077272992339507,0.898488856342589,105.06386379832104,0.8551835272947075,Green + Born + Kirchhoff zone + Edge/GTD; provisional path correction; CIVA-like dB display,8.334044092609973,-21.58288412334744
1D16,PA1_TO_C1,PA1 → C1,17,28.58136871452332,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-124.8952239172675,162.2353138984563,-83.66869663999998,-105.13091956980664,137.2662663979146,-51.8,56.21357029696599,45.05213518753262,39.209897454935586,34.873973995298336,30.328348874825277,30.238270050469627,47.387894128002856,1.0680097133143818,16,1.5888509143199645,1.4231439059532185,0.9936744931654107,0.3340000876171949,0.16636556624808818,0.16465388842258538,0.29480158957169195,0.795469070676126,106.5432299716688,0.7466162522833703,Green + Born + Kirchhoff zone + Edge/GTD; provisional path correction; CIVA-like dB display,7.378471377272743,-22.640672062127113
1D16,PA1_TO_C1,PA1 → C1,18,30.245290024980143,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-123.40312057148914,162.82482513737204,-83.22740508999999,-103.9289614713292,138.17378085317122,-51.8,56.52137154879266,44.43645629042588,39.3294701313536,34.634798965618465,31.822962178197475,31.73730771321451,46.76974172339851,1.0652730544029492,16,1.5845187659883488,1.415393820210806,-0.9993773238895807,0.29881129501703374,0.14802748113170414,0.1426608507248661,0.26106619755101973,0.6994123248523173,108.01941470373708,0.6474876083809407,Green + Born + Kirchhoff zone + Edge/GTD; provisional path correction; CIVA-like dB display,6.4874851959338296,-23.758472403545117
1D16,PA1_TO_C1,PA1 → C1,19,31.909480933686105,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-121.90633193582056,163.4086707967418,-82.79349334,-102.72024413796868,139.07229639301443,-51.8,56.87593969301495,43.82877723051263,39.46721051325791,34.39873166190935,33.31729106097404,33.23601667559026,46.15451994662452,1.0631621875664743,16,1.5795720501506787,1.4065701671356292,0.9633027369484057,0.2659019655540526,0.13090342024586962,0.1226906699743638,0.22972202663694577,0.6107461036599677,109.51708679333964,0.5576719775357563,Green + Born + Kirchhoff zone + Edge/GTD; provisional path correction; CIVA-like dB display,5.665050736423523,-24.93592392448442
1D16,PA1_TO_C1,PA1 → C1,20,33.57407165328399,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-120.40479024007126,163.98681603386112,-82.36689882,-101.50623977262364,139.96358191793738,-51.8,57.27637744332241,43.2273789470431,39.6227700285585,34.16510427436335,34.81152132747401,34.73446706528648,45.54229035435593,1.0666519924331936,16,1.5740407148366318,1.3967363784339129,-0.5191570967047762,0.23535237727260355,0.11505382948064187,0.10473784651124714,0.20086176673002698,0.5297005165443959,111.04073661001684,0.4770326032731057,Green + Born + Kirchhoff zone + Edge/GTD; provisional path correction; CIVA-like dB display,4.913302407254377,-26.172530095849993
