condition;probe_type;scan_id;element_id;frequency_mhz;pitch_x_mm;pitch_y_mm;pa_x;pa_y;pa_z;focus_x;focus_y;focus_z;element_x;element_y;element_z;distance_mm;delay_us
A_PA1_to_C1;1D;0;1;5.0;0.6;0.6;-149.90804692985947;151.2775293093675;-92.07492606;-124.23;120.25;-51.8;-157.85735267441774;147.48832773946697;-95.06499121684794;61.1930127622935;0.0
A_PA1_to_C1;1D;0;2;5.0;0.6;0.6;-149.90804692985947;151.2775293093675;-92.07492606;-124.23;120.25;-51.8;-157.34449423928496;147.7327923568799;-94.87208378737388;60.88577835785274;0.09511901066277062
A_PA1_to_C1;1D;0;3;5.0;0.6;0.6;-149.90804692985947;151.2775293093675;-92.07492606;-124.23;120.25;-51.8;-156.83163580415217;147.97725697429286;-94.67917635789982;60.58292830127084;0.188880638087511
A_PA1_to_C1;1D;0;4;5.0;0.6;0.6;-149.90804692985947;151.2775293093675;-92.07492606;-124.23;120.25;-51.8;-156.31877736901936;148.2217215917058;-94.48626892842576;60.28452866923881;0.28126442509433147
A_PA1_to_C1;1D;0;5;5.0;0.6;0.6;-149.90804692985947;151.2775293093675;-92.07492606;-124.23;120.25;-51.8;-155.80591893388657;148.46618620911872;-94.2933614989517;59.99064587239938;0.3722498111127308
A_PA1_to_C1;1D;0;6;5.0;0.6;0.6;-149.90804692985947;151.2775293093675;-92.07492606;-124.23;120.25;-51.8;-155.2930604987538;148.71065082653166;-94.10045406947764;59.70134661381586;0.46181614503951707
A_PA1_to_C1;1D;0;7;5.0;0.6;0.6;-149.90804692985947;151.2775293093675;-92.07492606;-124.23;120.25;-51.8;-154.780202063621;148.9551154439446;-93.90754664000357;59.41669784512041;0.5499426988151974
A_PA1_to_C1;1D;0;8;5.0;0.6;0.6;-149.90804692985947;151.2775293093675;-92.07492606;-124.23;120.25;-51.8;-154.2673436284882;149.19958006135755;-93.71463921052951;59.1367667203212;0.6366086817251713
A_PA1_to_C1;1D;0;9;5.0;0.6;0.6;-149.90804692985947;151.2775293093675;-92.07492606;-124.23;120.25;-51.8;-153.7544851933554;149.44404467877047;-93.52173178105545;58.86162054725508;0.7217932554298514
A_PA1_to_C1;1D;0;10;5.0;0.6;0.6;-149.90804692985947;151.2775293093675;-92.07492606;-124.23;120.25;-51.8;-153.24162675822262;149.6885092961834;-93.32882435158139;58.591326736680024;0.8054755497255321
A_PA1_to_C1;1D;0;11;5.0;0.6;0.6;-149.90804692985947;151.2775293093675;-92.07492606;-124.23;120.25;-51.8;-152.7287683230898;149.93297391359636;-93.13591692210733;58.32595274901001;0.8876346790351377
A_PA1_to_C1;1D;0;12;5.0;0.6;0.6;-149.90804692985947;151.2775293093675;-92.07492606;-124.23;120.25;-51.8;-152.21590988795703;150.1774385310093;-92.94300949263327;58.065566038704056;0.9682497596252126
