145,1;96,1;-51,8
176,9;94;-51,8
160,4;67,8;-51,8
191,7;61,4;-51,8
199,8;24,5;-51,8
174,1;0;-51,8
199;-33,2;-51,8
160,8;-66,6;-51,8
174,7;-99,9;-51,8
160,5;-121,5;-51,8
118,6;-188;-51,8
