probe_config,condition,public_condition,scan_id,probe_type,n_elements,pa_x,pa_y,pa_z,source_x,source_y,source_z,focus_x,focus_y,focus_z,beam_dx,beam_dy,beam_dz,source_to_focus_mm,aperture_mm,delay_min_us,delay_max_us,delay_span_us,pa_s_mm,geometry_center_mm_display
1D16,PA2_TO_C2,PA2 → C2,145,1D,16,47.598933361388,151.04939742262195,-96.73057258,47.598933361388,151.04939742262195,-96.73057258,61.85,193.66,-51.8,0.2242799341447969,0.670595639068266,0.7071067811884066,63.541425107657645,9.000000000000004,0.0,0.0873429995525398,0.0873429995525398,156.44724828385645,47.45541636717207
1D16,PA2_TO_C2,PA2 → C2,146,1D,16,48.61204819606222,150.69865498336085,-96.76307759,48.61204819606222,150.69865498336085,-96.76307759,63.14,193.25,-51.8,0.22847219959045034,0.6691789402032992,0.7071067811884503,63.58739413364067,9.000000000000004,0.0,0.083183913785195,0.083183913785195,157.51985189312265,47.47409360015773
1D16,PA2_TO_C2,PA2 → C2,147,1D,16,49.62347070165551,150.34279584900577,-96.78055304,49.62347070165551,150.34279584900577,-96.78055304,64.42,192.82,-51.8,0.2326055483490688,0.6677534416792476,0.7071067811884911,63.6121081520355,8.999999999999998,0.0,0.0790029566336727,0.0790029566336727,158.592193536293,47.484134915362944
1D16,PA2_TO_C2,PA2 → C2,148,1D,16,50.63339707567118,149.97983750061448,-96.80693732,50.63339707567118,149.97983750061448,-96.80693732,65.7,192.39,-51.8,0.2367123321793686,0.666308691066985,0.7071067811885312,63.649421158641246,9.000000000000007,0.0,0.0837604910902918,0.0837604910902918,159.66568604853074,47.49929520433727
1D16,PA2_TO_C2,PA2 → C2,149,1D,16,51.64516879572696,149.60941285635778,-96.83201492,51.64516879572696,149.60941285635778,-96.83201492,66.98,191.95,-51.8,0.2407923152492051,0.6648451405508411,0.7071067811885696,63.68488624066946,9.000000000000007,0.0,0.0793909199172269,0.0793909199172269,160.74342688778623,47.513704680843055
1D16,PA2_TO_C2,PA2 → C2,150,1D,16,52.65213948655098,149.23427578309725,-96.85202211,52.65213948655098,149.23427578309725,-96.85202211,68.25,191.5,-51.8,0.244813715889695,0.6633748898694978,0.7071067811886061,63.71318068010905,9.000000000000021,0.0,0.0754079056934067,0.0754079056934067,161.81819108683865,47.525200722499605
1D16,PA2_TO_C2,PA2 → C2,151,1D,16,53.66108006832015,148.85164481177503,-96.87064072,53.66108006832015,148.85164481177503,-96.87064072,69.52,191.04,-51.8,0.24880830728999062,0.6618870192264903,0.7071067811886416,63.73951137088032,8.999999999999986,0.0,0.0796518904902896,0.0796518904902896,162.8974103464861,47.53589889231487
1D16,PA2_TO_C2,PA2 → C2,152,1D,16,54.668417816145286,148.46205129353558,-96.8979713,54.66841781614529,148.46205129353558,-96.8979713,70.79,190.58,-51.8,0.2527758956131623,0.6603819702217463,0.7071067811886746,63.77816264778074,9.000000000000005,0.0,0.0777369987344052,0.0777369987344052,163.97780814741444,47.551602921026046
1D16,PA2_TO_C2,PA2 → C2,153,1D,16,55.68134237237944,148.06431538834596,-96.91384717,55.68134237237944,148.06431538834596,-96.91384717,72.06,190.1,-51.8,0.2567162989140975,0.6588601838545068,0.7071067811887064,63.80061451844628,9.000000000000004,0.0,0.0736523069934627,0.0736523069934627,165.0661380836688,47.56072512473641
1D16,PA2_TO_C2,PA2 → C2,154,1D,16,56.686069827335686,147.66255813652572,-96.93440551,56.686069827335686,147.66255813652572,-96.93440551,73.31999999999998,189.62,-51.8,0.26059864287577383,0.6573342736600682,0.7071067811887364,63.82968840169138,8.999999999999986,0.0,0.0755055569226037,0.0755055569226037,166.1484082872116,47.57253785471174
1D16,PA2_TO_C2,PA2 → C2,155,1D,16,57.69285282594426,147.25325531773214,-96.95348807,57.69285282594426,147.25325531773214,-96.95348807,74.58,189.13,-51.8,0.2644539058244119,0.6557927505630711,0.7071067811887641,63.85667521684558,9.0,0.0,0.0736496020730932,0.0736496020730932,167.23537882400447,47.58350260811683
1D16,PA2_TO_C2,PA2 → C2,156,1D,16,58.701718741148845,146.8363513897366,-96.97111631,58.701718741148845,146.8363513897366,-96.97111631000001,75.84,188.63,-51.8,0.26828194399463157,0.6542360419017661,0.7071067811887904,63.88160531293191,9.000000000000004,0.0,0.0694610066555156,0.0694610066555156,168.32713432542647,47.59363171577144
1D16,PA2_TO_C2,PA2 → C2,157,1D,16,59.70622553618212,146.41485599607034,-96.98312352,59.70622553618212,146.41485599607034,-96.98312352,77.09,188.12,-51.8,0.27205256849012494,0.6526771023827325,0.7071067811888145,63.898586072157926,8.999999999999996,0.0,0.0653162484243559,0.0653162484243559,169.41655455712856,47.60053100479389
1D16,PA2_TO_C2,PA2 → C2,158,1D,16,60.712927014151525,145.98571834324343,-96.99360729,60.712927014151525,145.98571834324343,-96.99360729,78.34,187.6,-51.8,0.27579614879651293,0.6511040502913299,0.7071067811888365,63.913412361874684,8.99999999999999,0.0,0.066789272397493,0.066789272397493,170.51095708830846,47.606554932023826
1D16,PA2_TO_C2,PA2 → C2,159,1D,16,61.71152933230825,145.55292852137737,-97.0081841,61.71152933230825,145.55292852137737,-97.0081841,79.58,187.08,-51.8,0.27948295270278317,0.649530044836471,0.7071067811888567,63.934027084270916,9.000000000000002,0.0,0.0625455236361709,0.0625455236361709,171.59940832889237,47.61493070168384
1D16,PA2_TO_C2,PA2 → C2,160,1D,16,62.71630293913468,145.11158576261354,-97.01125251,62.71630293913468,145.11158576261354,-97.01125251,80.81999999999998,186.54,-51.8,0.2831429399903383,0.6479429570034201,0.7071067811888753,63.93836647130617,9.000000000000009,0.0,0.060877331304777,0.060877331304777,172.69684299520657,47.616693796309825
1D16,PA2_TO_C2,PA2 → C2,161,1D,16,63.71940877927599,144.6635034291312,-97.02259651,63.71940877927598,144.6635034291312,-97.02259651,82.06,186.0,-51.8,0.2867760240241766,0.646343184416429,0.7071067811888915,63.9544093099562,9.00000000000002,0.0,0.0645199250915702,0.0645199250915702,173.79553666973126,47.623212007840536
