config,condition,scan_id,element_id,delay_us,pa_x,pa_y,pa_z,focus_x,focus_y,focus_z,element_x,element_y,element_z
1D32,B_PA2_to_C2,0,1,3.135697068464117,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-119.57730359109846,142.06091238151558,-68.95262374231895
1D32,B_PA2_to_C2,0,2,3.079199634816195,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-119.04612845618888,142.16861784077264,-69.21001937184676
1D32,B_PA2_to_C2,0,3,3.018878863477044,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-118.5149533212793,142.2763233000297,-69.46741500137456
1D32,B_PA2_to_C2,0,4,2.954818554605323,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-117.98377818636972,142.38402875928676,-69.72481063090238
1D32,B_PA2_to_C2,0,5,2.887105044782309,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-117.45260305146014,142.4917342185438,-69.98220626043019
1D32,B_PA2_to_C2,0,6,2.815826730237577,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-116.92142791655056,142.59943967780086,-70.239601889958
1D32,B_PA2_to_C2,0,7,2.7410736079780573,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-116.39025278164098,142.70714513705792,-70.4969975194858
1D32,B_PA2_to_C2,0,8,2.6629368385585064,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-115.8590776467314,142.81485059631498,-70.75439314901362
1D32,B_PA2_to_C2,0,9,2.5815083334927493,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-115.32790251182185,142.92255605557204,-71.01178877854143
1D32,B_PA2_to_C2,0,10,2.496880369588533,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-114.79672737691226,143.0302615148291,-71.26918440806924
1D32,B_PA2_to_C2,0,11,2.4091452318113458,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-114.26555224200268,143.13796697408617,-71.52658003759704
1D32,B_PA2_to_C2,0,12,2.3183948856574776,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-113.7343771070931,143.24567243334323,-71.78397566712485
1D32,B_PA2_to_C2,0,13,2.2247206794537746,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-113.20320197218352,143.3533778926003,-72.04137129665267
1D32,B_PA2_to_C2,0,14,2.128213076506267,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-112.67202683727396,143.46108335185735,-72.29876692618048
1D32,B_PA2_to_C2,0,15,2.028961416594937,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-112.14085170236436,143.56878881111442,-72.55616255570828
1D32,B_PA2_to_C2,0,16,1.9270537059572048,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-111.60967656745478,143.67649427037148,-72.81355818523609
1D32,B_PA2_to_C2,0,17,1.8225764346155504,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-111.0785014325452,143.7841997296285,-73.07095381476391
1D32,B_PA2_to_C2,0,18,1.7156144196816123,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-110.54732629763564,143.89190518888557,-73.32834944429172
1D32,B_PA2_to_C2,0,19,1.606250673103876,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-110.01615116272605,143.99961064814264,-73.58574507381952
1D32,B_PA2_to_C2,0,20,1.494566292214019,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-109.48497602781649,144.1073161073997,-73.84314070334733
1D32,B_PA2_to_C2,0,21,1.3806403713601565,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-108.9538008929069,144.21502156665676,-74.10053633287515
1D32,B_PA2_to_C2,0,22,1.2645499328885332,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-108.42262575799732,144.32272702591382,-74.35793196240296
1D32,B_PA2_to_C2,0,23,1.1463698757412786,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-107.89145062308774,144.43043248517088,-74.61532759193076
1D32,B_PA2_to_C2,0,24,1.0261729399713708,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-107.36027548817816,144.53813794442794,-74.87272322145857
1D32,B_PA2_to_C2,0,25,0.904029685530844,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-106.8291003532686,144.645843403685,-75.13011885098638
1D32,B_PA2_to_C2,0,26,0.7800084837599606,-111.344089,143.730347,-72.942256,-123.81,161.25,-51.8,-106.297925218359,144.75354886294207,-75.3875144805142
