condition,scan_id,pa_x,pa_y,pa_z,focus_x,focus_y,focus_z,n_elements,delay_std_us,delay_span_us,beam_percent,beam_db,physics_level
A_PA1_to_C1,32,-95.85848647488527,171.39485478818753,-76.9296856030413,-89.08000000000001,148.19000000000003,-51.800000000000004,64,0.20385476183582882,0.6361012121834921,76.46207418127473,-2.331078501630442,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,33,-94.81326018775638,172.36626166812079,-77.27917002404048,-87.87,148.91,-51.800000000000004,64,0.2008206750944614,0.6266730498451061,77.02972738613126,-2.266832782723598,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,34,-93.76170417127642,173.33171905220786,-77.62613400929244,-86.64999999999999,149.62,-51.800000000000004,64,0.19783209777485092,0.6173876763265138,77.58939021868169,-2.2039532254820466,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,35,-92.70407233836319,174.2913942958,-77.97065069942045,-85.43,150.31999999999996,-51.800000000000004,64,0.19494871127443858,0.6084268977955816,78.13359258104705,-2.1432441275921383,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,36,-91.64028159188727,175.2451375773871,-78.31266006500847,-84.20999999999998,151.01,-51.800000000000004,64,0.19211297024509438,0.5996159611990279,78.66956172316335,-2.0838653865352423,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,37,-90.57025047081126,176.19279682622727,-78.652099442385,-82.98,151.69000000000003,-51.800000000000004,64,0.1892268263916,0.5906562969758813,79.20926065774086,-2.0244808082501806,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,38,-89.49389790372967,177.13421557530071,-78.98890505920168,-81.74,152.36,-51.800000000000004,64,0.18628878322361275,0.5815432981308089,79.75253572534712,-1.9651099938749135,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,39,-88.4111426719469,178.06923231412242,-79.32301148830727,-80.5,153.02,-51.800000000000004,64,0.18339033721670553,0.5725554534192785,80.28803642497776,-1.9069832667050326,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,40,-87.32190406766503,178.99768111829331,-79.65435128222146,-79.25,153.67,-51.800000000000004,64,0.18043548195250284,0.563400426771727,80.82713760417553,-1.8488560189128544,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,41,-86.2261025357334,179.9193920017287,-79.98285537263546,-77.99,154.30999999999997,-51.800000000000004,64,0.1774227000230575,0.5540735426627528,81.36963139180469,-1.7907530274805759,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,42,-85.12365930706834,180.83419046085237,-80.30845245386091,-76.74,154.94000000000003,-51.800000000000004,64,0.1745325528162652,0.5451243963329269,81.89404871499298,-1.734953150176008,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,43,-84.0144962772015,181.7418966549487,-80.63107011321773,-75.47000000000001,155.55999999999997,-51.800000000000004,64,0.17148835250264044,0.5357106420989552,82.43257863629428,-1.6780222889448868,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,44,-82.89853717976428,182.64232658248505,-80.95063473369008,-74.2,156.17,-51.800000000000004,64,0.1684699659873008,0.5263797552584091,82.96390794410085,-1.622215981323073,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,45,-81.77570602721802,183.53529052099293,-81.26706971245501,-72.93,156.77,-51.800000000000004,64,0.16545388934035204,0.5170602939333957,83.49058221171443,-1.567250208689155,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,46,-80.64582348921154,184.42047698396848,-81.58024546867004,-71.64999999999999,157.35,-51.800000000000004,64,0.16237821816786047,0.5075612231771167,84.01929930818903,-1.51241889296504,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,47,-79.50878396989144,185.29764221152703,-81.89006653611777,-70.37,157.93000000000004,-51.800000000000004,64,0.15931083594031378,0.4980939607509018,84.54213380658531,-1.4585358993071167,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,48,-78.3647040999035,186.1667915978987,-82.19653532246785,-69.08,158.5,-51.800000000000004,64,0.1562043416256277,0.4885113295997989,85.0640495816557,-1.4050789198361968,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,49,-77.21351525637408,187.02771728459427,-82.49957047786444,-67.79,159.05999999999997,-51.800000000000004,64,0.15310954954116318,0.4789682335589837,85.57922035549116,-1.3526334869436527,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,50,-76.05515221567958,187.88020837156643,-82.79908752134475,-66.49,159.6,-51.800000000000004,64,0.1499714425016971,0.469294724785227,86.09328104868746,-1.3006148146761907,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,51,-74.88955223574898,188.72404937384064,-83.0949989297513,-65.19,160.14,-51.800000000000004,64,0.14680462472969488,0.4595400461331405,86.60429060999333,-1.2492118266081016,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,52,-73.71665496632944,189.55901897357802,-83.38721635930006,-63.88999999999999,160.66,-51.800000000000004,64,0.14367461870664727,0.4498988023629238,87.10519217640527,-1.1991191348973975,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,53,-72.53640296667295,190.384890624968,-83.67564995326215,-62.57999999999999,161.18000000000004,-51.800000000000004,64,0.1404257657376156,0.4399017565890446,87.61158410784341,-1.1487693420487093,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,54,-71.34874150332858,191.201432346799,-83.96020704576206,-61.26,161.68000000000004,-51.800000000000004,64,0.13712348930999438,0.4297433978067957,88.11616451765606,-1.0988882978492416,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,55,-70.15362113228008,192.00840938289187,-84.240794319731,-59.94,162.18000000000004,-51.800000000000004,64,0.1337842839869912,0.4194783087862728,88.61681081836666,-1.0496776721652403,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,56,-68.95099439080366,192.80558006060818,-84.51731481171477,-58.62,162.66,-51.800000000000004,64,0.13046984139045856,0.4092898127443103,89.10722250853442,-1.0017418634875332,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,57,-67.7408184239931,193.59269790109767,-84.78967186808131,-57.300000000000004,163.13,-51.800000000000004,64,0.12714345785063716,0.3990683014963245,89.59071471984352,-0.9547399752611594,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,58,-66.52304882046394,194.36950405264454,-85.05776186945315,-55.97000000000001,163.59,-51.800000000000004,64,0.12365393134283026,0.3883538552769643,90.08073738359485,-0.9073613485411762,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,59,-65.29736445794792,195.13533624133382,-85.32131526549607,-54.63,164.04,-51.800000000000004,64,0.12005775477730965,0.3773179637229731,90.57101641736647,-0.8602151687228788,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,60,-64.06398870106675,195.89027226448485,-85.58037062872327,-53.300000000000004,164.48,-51.800000000000004,64,0.11658177791215991,0.3666505456347781,91.0409584483951,-0.8152635763926224,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,61,-62.82289954979261,196.63404521676424,-85.83482177572114,-51.959999999999994,164.91,-51.800000000000004,64,0.11300387124878586,0.3556755961734463,91.50984937829476,-0.7706431896139911,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,62,-61.57408099188178,197.3663837828042,-86.08456237099054,-50.61000000000001,165.33,-51.800000000000004,64,0.10932266980119502,0.344388747396378,91.97686490253815,-0.7264279549770543,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,63,-60.31752219246909,198.0870113508912,-86.32948341654753,-49.26,165.73,-51.800000000000004,64,0.10564555856343565,0.3331149354423726,92.43246203054177,-0.683509578878839,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,64,-59.05321894838989,198.79564740680536,-86.56947528206896,-47.91,166.13,-51.800000000000004,64,0.1019131742498786,0.3216768921974395,92.88099870825322,-0.641462469362192,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,65,-57.78117418123128,199.49200862899872,-86.80442607520537,-46.56,166.51,-51.800000000000004,64,0.09817962255133182,0.3102354994868825,93.31776279502373,-0.6007136310467652,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,66,-56.50139772720848,200.17580744614366,-87.03422398879704,-45.199999999999996,166.89,-51.800000000000004,64,0.09430816943417027,0.2983775220229638,93.75236420623965,-0.5603554322656417,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,67,-55.21390634241264,200.8467522123485,-87.25875552522027,-43.84,167.25,-51.800000000000004,64,0.09043120658428622,0.286502358796092,94.17425629631138,-0.5213560155777202,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,68,-53.9187252008448,201.50454957328995,-87.47790625334093,-42.48,167.6,-51.800000000000004,64,0.08651947587747005,0.2745222442168362,94.58508793495777,-0.48354656119211237,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,69,-52.61588688166932,202.14890215357065,-87.69156066867265,-41.12,167.94000000000003,-51.800000000000004,64,0.08257137548573291,0.2624318011805755,94.98441853484367,-0.4469526309261321,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,70,-51.30543322621754,202.77951170494572,-87.89960339828632,-39.75,168.27,-51.800000000000004,64,0.07838390126259115,0.2496121550627723,95.38409305921022,-0.4104809068857462,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,71,-49.98700076908164,203.39528602119523,-88.10159506690974,-38.38,168.59,-51.800000000000004,64,0.07404925085741829,0.2363431788620751,95.77635283656268,-0.3748340982410172,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,72,-48.66072424070705,203.99600512794524,-88.29745317406535,-37.0,168.89,-51.800000000000004,64,0.06973168343080563,0.2231217756966383,96.15054873214575,-0.34096465790931607,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,73,-47.32700018966312,204.58196768582226,-88.48730791743925,-35.63,169.19000000000003,-51.800000000000004,64,0.0655212893395599,0.2102249778454812,96.50192413946496,-0.30928054456019083,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,74,-45.985910393316935,205.15286772437386,-88.6710409094958,-34.25,169.47,-51.800000000000004,64,0.06121556421940919,0.1970306246185664,96.84104585551503,-0.2788105789831353,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,75,-44.637546495547674,205.70839844121866,-88.84853507484068,-32.87,169.75,-51.800000000000004,64,0.05684497634357883,0.1836322001873682,97.1653690004957,-0.24976991380045038,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,76,-43.28201139690344,206.2482558076494,-89.01967349375997,-31.490000000000002,170.01,-51.800000000000004,64,0.05245539282220196,0.1701639522806921,97.47209181198653,-0.22239427208869517,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,77,-41.919417359232085,206.77213383026498,-89.18434026853464,-30.099999999999998,170.26,-51.800000000000004,64,0.04776426008254677,0.1557576692960616,97.77159098327469,-0.19574635445356547,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,78,-40.54939109286912,207.2785156165476,-89.34193078350053,-28.710000000000004,170.5,-51.800000000000004,64,0.04289335108089882,0.1407761727273992,98.05617027335339,-0.1705014552516999,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,79,-39.17222385924912,207.7673671887726,-89.49243903545894,-27.32999999999999,170.73,-51.800000000000004,64,0.03823276312242631,0.1264053304240135,98.31162684211438,-0.14790234431923538,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,80,-37.78842126078582,208.23922993018806,-89.63609218903562,-25.94,170.94000000000003,-51.800000000000004,64,0.033614116362336216,0.1121130344153016,98.54461122313164,-0.12734239066294778,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,81,-36.398144323079634,208.69380836243155,-89.7727800705817,-24.539999999999996,171.15000000000003,-51.800000000000004,64,0.02887920522680015,0.0973848359154807,98.75907683286064,-0.10845956724203223,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,82,-35.001565987997985,209.13081320906832,-89.90239448340782,-23.150000000000002,171.33999999999997,-51.800000000000004,64,0.024211096358032338,0.082736728210925,98.94995596959491,-0.0916878941676103,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,83,-33.59882471196269,209.54981931125968,-90.02477205237447,-21.75,171.53,-51.800000000000004,64,0.019129519848932342,0.0665292850695067,99.12535273457952,-0.07630508495536581,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,84,-32.18939736157059,209.9482143116595,-90.1388748450846,-20.36,171.70000000000002,-51.800000000000004,64,0.014280675537309316,0.0510262696192391,99.27272586947252,-0.06340105856822366,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,85,-30.77429878000518,210.32809895482393,-90.24555516389714,-18.960000000000004,171.86,-51.800000000000004,64,0.010059193992236346,0.0385618913907315,99.39150118614032,-0.05301499731788399,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,86,-29.35375217488973,210.68921166922956,-90.34471752312658,-17.56,172.01,-51.800000000000004,64,0.006997827815965683,0.028361431827399,99.48508017591817,-0.04484091435574959,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,87,-27.92799141483868,211.031298188544,-90.43626926407941,-16.16,172.14,-51.800000000000004,64,0.0070096209281585616,0.0284314573020445,99.55260631401555,-0.0389473108272432,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,88,-26.497089863363012,211.35339983708315,-90.5198371965285,-14.760000000000002,172.27,-51.800000000000004,64,0.010502520907272302,0.0396896555522694,99.59049142837208,-0.03564249203184858,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,89,-25.060970741497925,211.65367905566976,-90.59469868759199,-13.36,172.38,-51.800000000000004,64,0.015256560675166467,0.0537466345011949,99.59855556754776,-0.03493919811081545,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,90,-23.62047023416736,211.93414305010467,-90.6616657715752,-11.950000000000001,172.49,-51.800000000000004,64,0.0202271974448997,0.0699304567558378,99.57976221337175,-0.03657830223223811,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,91,-22.175868009009665,212.19458342861978,-90.72066392626355,-10.549999999999999,172.57999999999998,-51.800000000000004,64,0.025303466135207564,0.0859599584719035,99.53376437276344,-0.04059141154801809,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,92,-20.727453063034627,212.4348042570237,-90.7716256382647,-9.14,172.66000000000003,-51.800000000000004,64,0.03095764136542036,0.1035461733488958,99.44749236327573,-0.0481232686938711,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,93,-19.27509516286899,212.65187307593305,-90.81339786387645,-7.740000000000001,172.73,-51.800000000000004,64,0.03671054154850525,0.1212869226093324,99.32743918021315,-0.05861522376561548,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,94,-17.819519238473163,212.84776169261778,-90.84677561774734,-6.329999999999999,172.78,-51.800000000000004,64,0.04219283869030855,0.1381077317268229,99.18500217008275,-0.0710798567555762,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,95,-16.361134123678585,213.02286263264017,-90.87192424144814,-4.920000000000001,172.82999999999998,-51.800000000000004,64,0.0476578967072137,0.1548256979355002,99.01412631798527,-0.08605680617188798,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,96,-14.900263257157544,213.17704027493124,-90.8888001372905,-3.52,172.86,-51.800000000000004,64,0.05340858555158852,0.1723807982313729,98.80216418713437,-0.10467084828056614,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,97,-13.437038247775748,213.30785671798188,-90.8964513331106,-2.11,172.89,-51.800000000000004,64,0.059450368408863266,0.1907986041123734,98.5451451846803,-0.1272953265113944,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,98,-11.971971855513628,213.41633410235178,-90.8952953630471,-0.7000000000000001,172.90000000000003,-51.800000000000004,64,0.06517852551559135,0.2082405008208461,98.27094462922855,-0.15149738546411656,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,99,-10.505520051148409,213.5035449776888,-90.88576482916936,0.7000000000000001,172.90000000000003,-51.800000000000004,64,0.07069187837799326,0.2250164206425324,97.97843111923744,-0.1773903793886256,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,100,-9.038027523084368,213.56942533875437,-90.8678456324201,2.11,172.89,-51.800000000000004,64,0.07661149165765706,0.2430191254427889,97.6328266166538,-0.20808274061696916,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,101,-7.569807923952865,213.61171415695907,-90.84065939040934,3.52,172.86,-51.800000000000004,64,0.0827286849348749,0.2616142699404555,97.24269254557983,-0.2428604903012459,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,102,-6.101304348598901,213.63124009584072,-90.80454633078628,4.920000000000001,172.82999999999998,-51.800000000000004,64,0.08848429158473363,0.2791067935036402,96.84493982726381,-0.2784613269838337,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,103,-4.63290635035838,213.62934326947374,-90.76004220259485,6.329999999999999,172.78,-51.800000000000004,64,0.09411652709613634,0.296219557136645,96.42696620852072,-0.316029936496935,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,104,-3.1649638383140877,213.60603355183596,-90.70716071871892,7.740000000000001,172.73,-51.800000000000004,64,0.10006687199187445,0.3142975077327854,95.95615212096587,-0.3585435146546361,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,105,-1.6979432858259353,213.5591929571022,-90.64508693655806,9.14,172.66000000000003,-51.800000000000004,64,0.10613203749513045,0.3327217430563784,95.44569931563116,-0.4048727137811247,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,106,-0.23222839492114947,213.48964013175785,-90.57415246751474,10.549999999999999,172.57999999999998,-51.800000000000004,64,0.11196202208861236,0.3504307409646792,94.92506584201982,-0.4523818590456918,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,107,1.2318954371084,213.3988401321371,-90.49493980542698,11.950000000000001,172.49,-51.800000000000004,64,0.11751998468753717,0.3673140367318233,94.4009669630719,-0.5004711427302448,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,108,2.694089560874574,213.28687627509436,-90.40749239818874,13.36,172.38,-51.800000000000004,64,0.12338500454090727,0.3851278159128064,93.82237110496003,-0.5538719127936489,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,109,4.153793231843601,213.15203258624499,-90.31115359116733,14.760000000000002,172.27,-51.800000000000004,64,0.1293960021734223,0.4033869156079142,93.2020904911719,-0.6114869291867832,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,110,5.61063904281975,212.99469452634864,-90.20608538842838,16.16,172.14,-51.800000000000004,64,0.13512663944061828,0.4207948440593192,92.58262861763096,-0.669409856692621,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,111,7.064485336711199,212.81660122945664,-90.09297442379184,17.56,172.01,-51.800000000000004,64,0.1406268095366257,0.4375058411486456,91.96239618453333,-0.7277944244008266,Calibrated Gaussian / CIVA-like beam demonstrator
A_PA1_to_C1,112,8.51502038884186,212.61790787921865,-89.97189010856015,18.960000000000004,171.86,-51.800000000000004,64,0.14623363890651805,0.4545403286670328,91.30761081866642,-0.7898604189109755,Calibrated Gaussian / CIVA-like beam demonstrator
