condition,scan_id,probe_x,probe_y,probe_z,focus_x,focus_y,focus_z,n_elements,scan_s_mm,scan_pixel
A_PA1_to_C1,168,79.23212000205737,176.49382133220942,-73.70961251769542,92.66999999999999,145.97,-51.800000000000004,64,236.4125921125006,270.66783855721985
A_PA1_to_C1,169,80.29224570660762,175.5579947426321,-73.31132774143597,93.86,145.21,-51.800000000000004,64,237.82457653167808,272.28441391558056
A_PA1_to_C1,170,81.34621913040817,174.61616876514665,-72.91087417856407,95.02999999999999,144.44000000000003,-51.800000000000004,64,239.2252192412939,273.8880041956712
A_PA1_to_C1,171,82.39413102461414,173.6684998218995,-72.50831209760779,96.21000000000001,143.66,-51.800000000000004,64,240.6397156181009,275.5074554843537
A_PA1_to_C1,172,83.43606417922192,172.71513292392234,-72.1036958297561,97.37,142.87,-51.800000000000004,64,242.04317562821873,277.1142712806093
A_PA1_to_C1,173,84.4721014411665,171.75620943958634,-71.69707749993427,98.52999999999999,142.08,-51.800000000000004,64,243.44663563833657,278.7210870768648
A_PA1_to_C1,174,85.50232556270261,170.791866357757,-71.28850885598135,99.68,141.27,-51.800000000000004,64,244.85326280997802,280.3315289437806
A_PA1_to_C1,175,86.52681905914028,169.82223673745816,-70.87804031093589,100.83000000000001,140.45000000000002,-51.800000000000004,64,246.2656720991007,281.94859073405553
A_PA1_to_C1,176,87.54566407425344,168.8474505459108,-70.46571908527208,101.97000000000001,139.63,-51.800000000000004,64,247.66995127362406,283.5563443883883
A_PA1_to_C1,177,88.55844803780349,167.867192725398,-70.05143424762115,103.10000000000001,138.79,-51.800000000000004,64,249.07796405765694,285.16837263743247
