project,config,condition,max_amplitude_percent,max_scan_position_mm,max_depth_mm,length_minus_6db_mm,status,comment_fr,comment_en,physics_level
BYTE NDT - LSB941 Twin V3,1D32,PA1→C1 + PA2→C2,100.0,87.87878787878788,35.0,79.7979797979798,DETECTED,"Scan 3D de gorge calculé à partir des trajectoires PA restaurées, des lois focales dynamiques et de la réponse EDM/géométrie.","3D groove scan computed from restored PA trajectories, dynamic focal laws and EDM/geometry response.",Gaussian calibrated CIVA-like beam model. Green/Sommerfeld/Kirchhoff/Born/edge-GTD are specified as high-fidelity roadmap layers.
