condition,scan_id,probe_x,probe_y,probe_z,focus_x,focus_y,focus_z,n_elements,condition_order,scan_s_mm,scan_index_global,scan_pixel
A_PA1_to_C1,171,82.39413102461414,173.6684998218995,-72.50831209760779,96.21000000000001,143.66,-51.800000000000004,64,0,240.6397156181009,171,108.1540577685081
A_PA1_to_C1,172,83.43606417922192,172.71513292392234,-72.1036958297561,97.37,142.87,-51.800000000000004,64,0,242.04317562821873,172,108.78483434094625
A_PA1_to_C1,173,84.4721014411665,171.75620943958634,-71.69707749993427,98.52999999999999,142.08,-51.800000000000004,64,0,243.44663563833657,173,109.41561091338438
A_PA1_to_C1,174,85.50232556270261,170.791866357757,-71.28850885598135,99.68,141.27,-51.800000000000004,64,0,244.85326280997802,174,110.04781094732184
A_PA1_to_C1,175,86.52681905914028,169.82223673745816,-70.87804031093589,100.83000000000001,140.45000000000002,-51.800000000000004,64,0,246.2656720991007,175,110.68260971882214
A_PA1_to_C1,176,87.54566407425344,168.8474505459108,-70.46571908527208,101.97000000000001,139.63,-51.800000000000004,64,0,247.66995127362406,176,111.31375445972412
A_PA1_to_C1,177,88.55844803780349,167.867192725398,-70.05143424762115,103.10000000000001,138.79,-51.800000000000004,64,0,249.07796405765694,177,111.94657724873025
A_PA1_to_C1,178,89.56514571001105,166.88150772968868,-69.63520370616975,104.23,137.95000000000002,-51.800000000000004,64,0,250.4859768416898,178,112.57940003773638
A_PA1_to_C1,179,90.56640539812673,165.8910264611522,-69.21725653762716,105.35000000000001,137.1,-51.800000000000004,64,0,251.8919996011073,179,113.21132842227293
A_PA1_to_C1,180,91.56230890900198,164.8958659730496,-68.79763588335707,106.46000000000001,136.24,-51.800000000000004,64,0,253.2961719552006,180,113.84242515338178
A_PA1_to_C1,181,92.55293700046963,163.896139665199,-68.3763832599028,107.56999999999996,135.36,-51.800000000000004,64,0,254.71268175043673,181,114.47906687243515
A_PA1_to_C1,182,93.53836968657228,162.89195751358886,-67.95353909558447,108.66999999999999,134.48,-51.800000000000004,64,0,256.121369082672,182,115.11219283303151
A_PA1_to_C1,183,94.51868676017396,161.8834265470593,-67.52914318940918,109.76,133.6,-51.800000000000004,64,0,257.5222616552842,183,115.74181548628555
A_PA1_to_C1,184,95.49271186178296,160.86960742102326,-67.1028632821566,110.84000000000002,132.70000000000002,-51.800000000000004,64,0,258.9281065969474,184,116.37366395171307
A_PA1_to_C1,185,96.46170388940378,159.85160660413624,-66.67509437547085,111.91999999999999,131.79,-51.800000000000004,64,0,260.34037427695705,185,117.0083990778581
A_PA1_to_C1,186,97.42578646563031,158.82956069145675,-66.24588697364936,112.99,130.88,-51.800000000000004,64,0,261.7450094609105,186,117.63970382503491
A_PA1_to_C1,187,98.38503709192017,157.8035656055637,-65.81527629218837,114.04999999999998,129.95000000000002,-51.800000000000004,64,0,263.1551512977482,187,118.27348350388547
A_PA1_to_C1,188,99.33953257020568,156.7737146908155,-65.3832963626497,115.10000000000001,129.02,-51.800000000000004,64,0,264.55779166505556,188,118.90389169284359
A_PA1_to_C1,189,100.28870623937988,155.7395876756556,-64.94979971852082,116.14999999999999,128.08,-51.800000000000004,64,0,265.9670822667414,189,119.53728878922827
A_PA1_to_C1,190,101.23243476882729,154.7011333967404,-64.5147688375107,117.19000000000003,127.13,-51.800000000000004,64,0,267.3756631128415,190,120.1703668902783
A_PA1_to_C1,191,102.17160842977847,153.6590922034527,-64.07846897385889,118.22000000000001,126.16999999999999,-51.800000000000004,64,0,268.78367589687434,191,120.80318967928442
A_PA1_to_C1,192,103.10630135656044,152.6135477256028,-63.64093019392648,119.24,125.21000000000001,-51.800000000000004,64,0,270.1843900004658,192,121.43273212072171
A_PA1_to_C1,193,104.03658653160821,151.56458106634273,-63.202181488311076,120.25,124.23,-51.800000000000004,64,0,271.5916923844615,193,122.06523562474838
A_PA1_to_C1,194,104.9617151567351,150.511645489133,-62.762031087396835,121.26,123.25,-51.800000000000004,64,0,272.99899476845724,194,122.69773912877508
A_PA1_to_C1,195,105.88177918168333,149.45485205613636,-62.32052044666756,122.26,122.26,-51.800000000000004,64,0,274.40615502940835,195,123.33017875646307
A_PA1_to_C1,196,106.79762797996236,148.3948745970604,-61.877887560531605,123.25,121.26,-51.800000000000004,64,0,275.81331529035947,196,123.96261838415106
A_PA1_to_C1,197,107.70933131348907,147.3317852401758,-61.43415856706641,124.23,120.25,-51.800000000000004,64,0,277.2206176743552,197,124.59512188817773
A_PA1_to_C1,198,108.61695800000001,146.26565400000004,-60.989359,125.21000000000001,119.24,-51.800000000000004,64,0,278.6279200583509,198,125.22762539220443
B_PA2_to_C2,0,-111.344089,143.730347,-72.94225599999999,-123.80999999999997,161.25,-51.800000000000004,64,1,531.1666309523443,199,238.72961427487013
B_PA2_to_C2,1,-110.38386537861794,143.92504987544245,-73.40755896180973,-122.74,162.06999999999996,-51.800000000000004,64,1,532.5147036506808,200,239.335497356628
B_PA2_to_C2,2,-109.4218299609588,144.1185327097424,-73.86961573883003,-121.65999999999998,162.88,-51.800000000000004,64,1,533.8647036506808,201,239.9422466524059
B_PA2_to_C2,3,-108.45798450643372,144.31078641668583,-74.32840069786123,-120.56999999999996,163.68000000000004,-51.800000000000004,64,1,535.2167761339449,202,240.54992741319202
B_PA2_to_C2,4,-107.4923307956957,144.50179958697743,-74.7838886057273,-119.48,164.48,-51.800000000000004,64,1,536.5688486172089,203,241.1576081739781
B_PA2_to_C2,5,-106.5248704079047,144.69156262453674,-75.23605239698662,-118.39,165.27,-51.800000000000004,64,1,537.9150283971788,204,241.76264049507978
B_PA2_to_C2,6,-105.55560598576687,144.8800661623952,-75.68486654027399,-117.28999999999999,166.05999999999997,-51.800000000000004,64,1,539.269317878789,205,242.3713176722993
B_PA2_to_C2,7,-104.58453988214106,145.06729927392988,-76.1303048784166,-116.18000000000004,166.83,-51.800000000000004,64,1,540.6202434873996,206,242.97848297724224
B_PA2_to_C2,8,-103.61167478761367,145.25325172348178,-76.57234104120653,-115.06999999999996,167.6,-51.800000000000004,64,1,541.9711690960103,207,243.58564828218508
B_PA2_to_C2,9,-102.63701375124137,145.4379140468565,-77.01094843943008,-113.95000000000002,168.36,-51.800000000000004,64,1,543.3246830412653,208,244.19397689930295
B_PA2_to_C2,10,-101.6605600506468,145.62127561992435,-77.4461008038966,-112.83000000000001,169.12,-51.800000000000004,64,1,544.6781969865204,209,244.80230551642083
B_PA2_to_C2,11,-100.68231730915193,145.80332558276277,-77.877772044352,-111.70000000000002,169.86,-51.800000000000004,64,1,546.0289375241516,210,245.4093876423367
B_PA2_to_C2,12,-99.70228929415877,145.98405451638737,-78.30593509369717,-110.56999999999996,170.6,-51.800000000000004,64,1,547.3796780617828,211,246.01646976825262
B_PA2_to_C2,13,-98.7204801590521,146.16345228221533,-78.73056335422048,-109.43000000000004,171.32999999999998,-51.800000000000004,64,1,548.7333766988509,212,246.6248813939834
B_PA2_to_C2,14,-97.73689414441262,146.34150742262747,-79.15163026818743,-108.28999999999999,172.05999999999997,-51.800000000000004,64,1,550.0870753359189,213,247.23329301971424
B_PA2_to_C2,15,-96.75153606554488,146.5182102967413,-79.56910911524014,-107.14999999999999,172.77,-51.800000000000004,64,1,551.4300943231265,214,247.83690474171763
B_PA2_to_C2,16,-95.76441098545335,146.6935506411538,-79.98297329248382,-106.0,173.48,-51.800000000000004,64,1,552.7816119885678,215,248.44433614300496
B_PA2_to_C2,17,-94.7755246978455,146.8675188399196,-80.39319692783319,-104.84000000000002,174.18000000000004,-51.800000000000004,64,1,554.136455152923,216,249.05326216956948
B_PA2_to_C2,18,-93.78488196301028,147.04010262552612,-80.79975203414823,-103.68000000000004,174.88,-51.800000000000004,64,1,555.4912983172782,217,249.66218819613397
B_PA2_to_C2,19,-92.79243553795601,147.21124955115144,-81.20249796185014,-102.52,175.55999999999997,-51.800000000000004,64,1,556.8359172223959,218,250.2665189915191
B_PA2_to_C2,20,-91.79822993559468,147.38097891626882,-81.6014867311795,-101.35000000000001,176.24,-51.800000000000004,64,1,558.1891725567656,219,250.87473137754614
B_PA2_to_C2,21,-90.80229103355435,147.54929578769315,-81.99673259850911,-100.16999999999999,176.91000000000003,-51.800000000000004,64,1,559.5461176551391,220,251.4846021055813
B_PA2_to_C2,22,-89.80462601702506,147.71619055711744,-82.38820952039464,-98.99,177.56999999999996,-51.800000000000004,64,1,560.8981531576316,221,252.0922662455843
B_PA2_to_C2,23,-88.80524149658001,147.88165129826228,-82.77589017906962,-97.81,178.22,-51.800000000000004,64,1,562.2453354021701,222,252.69774911829415
B_PA2_to_C2,24,-87.80414478986354,148.0456683441914,-83.15974727592672,-96.62,178.87,-51.800000000000004,64,1,563.6012852537501,223,253.3071725387063
B_PA2_to_C2,25,-86.8013441490417,148.2082311006223,-83.53975553399744,-95.43,179.51,-51.800000000000004,64,1,564.9524699191456,224,253.91445427514682
B_PA2_to_C2,26,-85.79684713155581,148.36932931117394,-83.91588687010773,-94.24,180.14,-51.800000000000004,64,1,566.2989468034626,225,254.51962012799171
B_PA2_to_C2,27,-84.79066219213736,148.52895259434032,-84.28811479164705,-93.03999999999999,180.76,-51.800000000000004,64,1,567.6496503238549,226,255.1266856167345
B_PA2_to_C2,28,-83.78279833852454,148.68709051038687,-84.65641348019483,-91.83000000000001,181.38,-51.800000000000004,64,1,569.009245851944,227,255.73774756429816
B_PA2_to_C2,29,-82.77326448436182,148.84373269838642,-85.0207559726652,-90.63,181.98,-51.800000000000004,64,1,570.3508866384439,228,256.34073986236905
B_PA2_to_C2,30,-81.76207001190437,148.99886944655137,-85.38111544941161,-89.40999999999998,182.57999999999998,-51.800000000000004,64,1,571.7104453903925,229,256.95178528111984
B_PA2_to_C2,31,-80.74922459345134,149.15248953395547,-85.73746566339398,-88.20000000000002,183.17000000000002,-51.800000000000004,64,1,573.0566251703624,230,257.55681760222154
B_PA2_to_C2,32,-79.7347381671976,149.3045824755824,-86.08977990629651,-86.98,183.75,-51.800000000000004,64,1,574.4074767536239,231,258.1639496369211
B_PA2_to_C2,33,-78.71862135234821,149.4551382571482,-86.4380323272578,-85.76,184.32999999999998,-51.800000000000004,64,1,575.7583283368854,232,258.77108167162066
B_PA2_to_C2,34,-77.70088469592275,149.60414667348581,-86.78219602640095,-84.52999999999999,184.89,-51.800000000000004,64,1,577.1098090063734,233,259.37849644530166
B_PA2_to_C2,35,-76.68153940290324,149.75159744535128,-87.12224516612059,-83.29999999999997,185.45000000000002,-51.800000000000004,64,1,578.4612896758616,234,259.9859112189828
B_PA2_to_C2,36,-75.66059697847993,149.8974803307656,-87.45815384885604,-82.06,186.0,-51.800000000000004,64,1,579.8177925324749,235,260.59558318414634
B_PA2_to_C2,37,-74.63806924818577,150.04178512486584,-87.7898962109968,-80.81999999999998,186.54,-51.800000000000004,64,1,581.1702717374907,236,261.203446743552
B_PA2_to_C2,38,-73.61396815521525,150.18450169084593,-88.11744574553933,-79.58,187.07999999999998,-51.800000000000004,64,1,582.5227509425064,237,261.8113103029576
B_PA2_to_C2,39,-72.58830630330328,150.32561996117698,-88.44077702518774,-78.34000000000002,187.59999999999997,-51.800000000000004,64,1,583.8673698476241,238,262.41564109834275
B_PA2_to_C2,40,-71.56109641508871,150.46512977948345,-88.7598640362138,-77.09000000000002,188.12,-51.800000000000004,64,1,585.2212162200017,239,263.0241191228106
B_PA2_to_C2,41,-70.53235169037065,150.6030210563669,-89.07468130687656,-75.84000000000002,188.63,-51.800000000000004,64,1,586.5712532565307,240,263.63088506443137
B_PA2_to_C2,42,-69.50208597534196,150.73928382249213,-89.38520441788361,-74.58,189.13,-51.800000000000004,64,1,587.9268343127571,241,264.2401427320131
B_PA2_to_C2,43,-68.47031288272552,150.8739081752133,-89.69140715404404,-73.31999999999998,189.62,-51.800000000000004,64,1,589.2787588668651,242,264.847757006939
B_PA2_to_C2,44,-67.43704656234294,151.00688424031952,-89.9932640606525,-72.06,190.09999999999997,-51.800000000000004,64,1,590.6270911701198,243,265.45375676654965
B_PA2_to_C2,45,-66.40230189331928,151.13820215259082,-90.29075113844434,-70.79,190.57999999999998,-51.800000000000004,64,1,591.9847730179766,244,266.0639586221627
B_PA2_to_C2,46,-65.36609387181097,151.2678522055928,-90.58384371028333,-69.52,191.04,-51.800000000000004,64,1,593.3355135556078,245,266.67104074807855
B_PA2_to_C2,47,-64.32843764514976,151.39582463511093,-90.87251660833755,-68.25,191.5,-51.800000000000004,64,1,594.686254093239,246,267.27812287399445
B_PA2_to_C2,48,-63.28934886231595,151.5221097582287,-91.1567453525607,-66.98,191.95000000000002,-51.800000000000004,64,1,596.0336218975151,247,267.8836891454007
B_PA2_to_C2,49,-62.24884367455399,151.64669748594082,-91.43650640982341,-65.7,192.39,-51.800000000000004,64,1,597.3871358427701,248,268.4920177625185
B_PA2_to_C2,50,-61.20693837904393,151.76957901160443,-91.71177513775478,-64.42,192.81999999999996,-51.800000000000004,64,1,598.7374321065582,249,269.09890021225556
B_PA2_to_C2,51,-60.16364981403855,151.89074522038314,-91.98252799904806,-63.13999999999999,193.25,-51.800000000000004,64,1,600.0877283703463,250,269.7057826619926
B_PA2_to_C2,52,-59.118995098258246,152.01018632705112,-92.24874172716541,-61.85000000000001,193.66000000000003,-51.800000000000004,64,1,601.4413161953506,251,270.31414448391484
B_PA2_to_C2,53,-58.072991616937074,152.12789314608403,-92.51039273571692,-60.56,194.06999999999996,-51.800000000000004,64,1,602.7949040203549,252,270.922506305837
B_PA2_to_C2,54,-57.02565725142257,152.24385640055144,-92.76745833238854,-59.269999999999996,194.47,-51.800000000000004,64,1,604.1454964829431,253,271.5295218803247
B_PA2_to_C2,55,-55.97700994133772,152.35806700921157,-93.0199148280702,-57.980000000000004,194.86,-51.800000000000004,64,1,605.4931611296561,254,272.13522156576016
B_PA2_to_C2,56,-54.92706831895261,152.47051600784266,-93.26774021710568,-56.68,195.24,-51.800000000000004,64,1,606.8475613659231,255,272.7439485209872
B_PA2_to_C2,57,-53.87585117730203,152.58119383266,-93.5109122821452,-55.38,195.61,-51.800000000000004,64,1,608.1991900131484,256,273.35142980236293
B_PA2_to_C2,58,-52.82337771589518,152.6900926983506,-93.74940860700194,-54.07999999999999,195.98,-51.800000000000004,64,1,609.5508186603737,257,273.95891108373866
B_PA2_to_C2,59,-51.7696674550234,152.79720389478553,-93.98320742451459,-52.769999999999996,196.32999999999998,-51.800000000000004,64,1,610.9067685119537,258,274.5683345041508
B_PA2_to_C2,60,-50.71474037182839,152.90251849194152,-94.21228796453828,-51.47000000000001,196.68000000000004,-51.800000000000004,64,1,612.2530597137373,259,275.17341690310946
B_PA2_to_C2,61,-49.658616454597954,153.00602810349906,-94.43662804934597,-50.16,197.01,-51.800000000000004,64,1,613.603985322348,260,275.78058220805235
B_PA2_to_C2,62,-48.60131628715884,153.10772344792713,-94.65620749994548,-48.85000000000001,197.33999999999997,-51.800000000000004,64,1,614.9549109309586,261,276.38774751299525
B_PA2_to_C2,63,-47.54286080845083,153.20759763587284,-94.87100552845139,-47.540000000000006,197.66000000000003,-51.800000000000004,64,1,616.3034286356997,262,276.99383060017726
B_PA2_to_C2,64,-46.4832711325046,153.30564221957906,-95.0810017177901,-46.22,197.98,-51.800000000000004,64,1,617.6616627834077,263,277.604280683602
B_PA2_to_C2,65,-45.422568901487594,153.40184895521443,-95.28617699272675,-44.89999999999999,198.28,-51.800000000000004,64,1,619.0153244841291,264,278.21267570851626
B_PA2_to_C2,66,-44.360775570186505,153.49620909959992,-95.48651027214626,-43.57999999999999,198.56999999999996,-51.800000000000004,64,1,620.3668051536172,265,278.8200904821973
B_PA2_to_C2,67,-43.29791368497544,153.58871652443105,-95.68198375449377,-42.26,198.86,-51.800000000000004,64,1,621.7182858231052,266,279.4275052558783
B_PA2_to_C2,68,-42.234005550773134,153.6793630286134,-95.87257810104781,-40.94,199.14,-51.800000000000004,64,1,623.0676560465798,267,280.0339715024242
B_PA2_to_C2,69,-41.16907381901202,153.76814085817182,-96.05827437794426,-39.62,199.40000000000003,-51.800000000000004,64,1,624.4130184512873,268,280.6386364591815
B_PA2_to_C2,70,-40.1031289537576,153.85501755222404,-96.23899125430627,-38.29,199.66000000000003,-51.800000000000004,64,1,625.768193716705,269,281.2477117465503
B_PA2_to_C2,71,-39.03618987823958,153.939976772089,-96.4146819293428,-36.96,199.91000000000003,-51.800000000000004,64,1,627.1214859985126,270,281.8559407383788
B_PA2_to_C2,72,-37.96829818015255,154.02304379636786,-96.58541758393567,-35.63,200.15000000000003,-51.800000000000004,64,1,628.4729666680007,271,282.4633555120598
B_PA2_to_C2,73,-36.8994776678617,154.104211003158,-96.75118039535157,-34.300000000000004,200.39,-51.800000000000004,64,1,629.8244473374888,272,283.0707702857409
B_PA2_to_C2,74,-35.829752775415024,154.18347341545706,-96.91195389931922,-32.97,200.61,-51.800000000000004,64,1,631.1725200358252,273,283.6766533674987
B_PA2_to_C2,75,-34.759148008312394,154.26082338826797,-97.06772212617592,-31.63,200.81999999999996,-51.800000000000004,64,1,632.5288754464754,274,284.28625906397025
B_PA2_to_C2,76,-33.68768816862759,154.33625396422505,-97.21846945332713,-30.300000000000004,201.03,-51.800000000000004,64,1,633.8753523307923,275,284.89142491681514
B_PA2_to_C2,77,-32.61539853755643,154.40976009116122,-97.36418135205341,-28.960000000000004,201.23,-51.800000000000004,64,1,635.2301954951475,276,285.5003509433796
B_PA2_to_C2,78,-31.542304290062436,154.48133467447258,-97.50484226081323,-27.62,201.41000000000003,-51.800000000000004,64,1,636.58223099764,277,286.1080150833826
B_PA2_to_C2,79,-30.468431108936045,154.55097297226447,-97.64043783150109,-26.28,201.58999999999997,-51.800000000000004,64,1,637.9342665001324,278,286.7156792233856
B_PA2_to_C2,80,-29.393804767762326,154.61866810134381,-97.77095418124917,-24.94,201.76,-51.800000000000004,64,1,639.2850070377635,279,287.3227613493015
B_PA2_to_C2,81,-28.318451356452023,154.68441462884488,-97.89637786883975,-23.599999999999998,201.93000000000004,-51.800000000000004,64,1,640.6357475753947,280,287.92984347521735
B_PA2_to_C2,82,-27.2423972641524,154.74820751656995,-98.01669642786544,-22.259999999999998,202.07999999999998,-51.800000000000004,64,1,641.9841169609861,281,288.5358599012589
B_PA2_to_C2,83,-26.16566900686439,154.81004129594638,-98.13189739193845,-20.91,202.22,-51.800000000000004,64,1,643.3413568071444,282,289.1458631018947
B_PA2_to_C2,84,-25.088293256508223,154.86991089153568,-98.24196809318909,-19.569999999999997,202.36,-51.800000000000004,64,1,644.6886503905923,283,289.7513960152007
B_PA2_to_C2,85,-24.01029697344074,154.9278115916748,-98.34689701737234,-18.22,202.48,-51.800000000000004,64,1,646.0439732303615,284,290.360537628965
B_PA2_to_C2,86,-22.931707318956335,154.98373900900486,-98.44667307402543,-16.87,202.59999999999997,-51.800000000000004,64,1,647.3992960701307,285,290.9696792427292
B_PA2_to_C2,87,-21.852551628145463,155.03768748408027,-98.54128635480694,-15.53,202.71,-51.800000000000004,64,1,648.7438034148485,286,291.5739598979705
B_PA2_to_C2,88,-20.77285737727351,155.08965376136825,-98.63072567176079,-14.180000000000003,202.79999999999998,-51.800000000000004,64,1,650.096800088902,287,292.18205603069043
B_PA2_to_C2,89,-19.692652288997586,155.13963285791397,-98.7149823358053,-12.83,202.89,-51.800000000000004,64,1,651.4497967629555,288,292.79015216341037
B_PA2_to_C2,90,-18.61196423594128,155.18762180084667,-98.79404690542013,-11.480000000000002,202.98,-51.800000000000004,64,1,652.8027934370091,289,293.39824829613025
B_PA2_to_C2,91,-17.53082121803602,155.2336156026439,-98.86791142702478,-10.13,203.04999999999998,-51.800000000000004,64,1,654.1546070336266,290,294.0058127018863
B_PA2_to_C2,92,-16.44925130893432,155.27761120152687,-98.93656618480168,-8.78,203.11,-51.800000000000004,64,1,655.5059397091732,291,294.61316096058977
B_PA2_to_C2,93,-15.367282953400316,155.31960635618893,-99.00000520316733,-7.429999999999999,203.16000000000003,-51.800000000000004,64,1,656.8568653177838,292,295.2203262655326
B_PA2_to_C2,94,-14.284936730472019,155.35955078778733,-99.05810188618948,-6.079999999999999,203.21,-51.800000000000004,64,1,658.2077909263944,293,295.8274915704755
B_PA2_to_C2,95,-13.20224339567479,155.3974442967575,-99.11085419389339,-4.73,203.24,-51.800000000000004,64,1,659.5581242185856,294,296.43439066240325
B_PA2_to_C2,96,-12.119239570985165,155.4333259341982,-99.15836949775445,-3.3799999999999994,203.27,-51.800000000000004,64,1,660.9084575107768,295,297.04128975433105
B_PA2_to_C2,97,-11.035954038584121,155.46719473161767,-99.20064078858213,-2.03,203.29,-51.800000000000004,64,1,662.258605650797,296,297.6481056307408
B_PA2_to_C2,98,-9.952415705712683,155.49904677165716,-99.23766471970472,-0.6799999999999999,203.29999999999998,-51.800000000000004,64,1,663.608642687326,297,298.2548715723616
B_PA2_to_C2,99,-8.868653542257167,155.52888109151874,-99.26943581532939,0.6799999999999999,203.29999999999998,-51.800000000000004,64,1,664.968642687326,298,298.8661153073675
B_PA2_to_C2,100,-7.784696647000553,155.55669596799538,-99.29595168049701,2.03,203.29,-51.800000000000004,64,1,666.318679723855,299,299.47288124898836
B_PA2_to_C2,101,-6.700574090627914,155.58248888798403,-99.31720834713165,3.3799999999999994,203.27,-51.800000000000004,64,1,667.6688278638752,300,300.07969712539807
B_PA2_to_C2,102,-5.616315065931505,155.6062589687898,-99.33320358502306,4.73,203.24,-51.800000000000004,64,1,669.0191611560664,301,300.68659621732587
B_PA2_to_C2,103,-4.531948766026188,155.62800404835014,-99.34393501923688,6.079999999999999,203.21,-51.800000000000004,64,1,670.3694944482576,302,301.2934953092537
B_PA2_to_C2,104,-3.44750445800988,155.64772418831205,-99.34940086171216,7.429999999999999,203.16000000000003,-51.800000000000004,64,1,671.7204200568682,303,301.9006606141965
B_PA2_to_C2,105,-2.3630114133557245,155.66541793816927,-99.3496006662767,8.78,203.11,-51.800000000000004,64,1,673.0713456654788,304,302.5078259191394
B_PA2_to_C2,106,-1.278498914416866,155.68108421535902,-99.34453342396944,10.13,203.04999999999998,-51.800000000000004,64,1,674.4226783410254,305,303.11517417784285
B_PA2_to_C2,107,-0.19399627003694597,155.69472371767526,-99.33419986729729,11.480000000000002,202.98,-51.800000000000004,64,1,675.7744919376429,306,303.72273858359887
B_PA2_to_C2,108,0.8904672233824947,155.70633517500383,-99.31859957134051,12.83,202.89,-51.800000000000004,64,1,677.1274886116964,307,304.3308347163188
B_PA2_to_C2,109,1.9748622970068275,155.7159185771087,-99.29773448040478,14.180000000000003,202.79999999999998,-51.800000000000004,64,1,678.48048528575,308,304.9389308490387
B_PA2_to_C2,110,3.059159680973665,155.72347442755427,-99.27160608203349,15.53,202.71,-51.800000000000004,64,1,679.8334819598035,309,305.5470269817586
B_PA2_to_C2,111,4.143330136585643,155.72900397382432,-99.24021636121546,16.87,202.59999999999997,-51.800000000000004,64,1,681.1779893045212,310,306.1513076369999
B_PA2_to_C2,112,5.227344481535621,155.73250618129498,-99.20356807735817,18.22,202.48,-51.800000000000004,64,1,682.5333121442904,311,306.76044925076417
B_PA2_to_C2,113,6.311173611409227,155.73398248082185,-99.16166550764349,19.569999999999997,202.36,-51.800000000000004,64,1,683.8886349840596,312,307.3695908645284
B_PA2_to_C2,114,7.394782462526731,155.73338500105064,-99.11438346663768,20.91,202.22,-51.800000000000004,64,1,685.2359285675076,313,307.9751237778344
B_PA2_to_C2,115,8.478141025309707,155.7307228648241,-99.06174645880142,22.259999999999998,202.07999999999998,-51.800000000000004,64,1,686.5931684136659,314,308.5851269784702
B_PA2_to_C2,116,9.561224891104924,155.72603815765683,-99.00386883744937,23.599999999999998,201.93000000000004,-51.800000000000004,64,1,687.9415377992573,315,309.19114340451176
B_PA2_to_C2,117,10.64400526204448,155.71933353831668,-98.94075634454964,24.94,201.76,-51.800000000000004,64,1,689.2922783368884,316,309.79822553042766
B_PA2_to_C2,118,11.726453465486236,155.71061091327692,-98.87241568891406,26.28,201.58999999999997,-51.800000000000004,64,1,690.6430188745196,317,310.40530765634355
B_PA2_to_C2,119,12.808540831343858,155.6998726481481,-98.79885227901211,27.62,201.41000000000003,-51.800000000000004,64,1,691.995054377012,318,311.0129717963465
B_PA2_to_C2,120,13.890238970931275,155.68712123001086,-98.72007462096659,28.960000000000004,201.23,-51.800000000000004,64,1,693.3470898795044,319,311.6206359363495
B_PA2_to_C2,121,14.971519467755202,155.67235797569495,-98.63608964081362,30.300000000000004,201.03,-51.800000000000004,64,1,694.7019330438596,320,312.22956196291403
B_PA2_to_C2,122,16.052354114914245,155.6555863167227,-98.54690555049525,31.63,200.81999999999996,-51.800000000000004,64,1,696.0484099281766,321,312.8347278157589
B_PA2_to_C2,123,17.132714842548474,155.6368091544556,-98.45253107240914,32.97,200.61,-51.800000000000004,64,1,697.4047653388268,322,313.44433351223046
B_PA2_to_C2,124,18.2125737773163,155.61602957632962,-98.35297588894588,34.300000000000004,200.39,-51.800000000000004,64,1,698.7528380371632,323,314.0502165939883
B_PA2_to_C2,125,19.291903187215375,155.59325143620615,-98.24824980430816,35.63,200.15000000000003,-51.800000000000004,64,1,700.1043187066513,324,314.6576313676693
B_PA2_to_C2,126,20.370675431420327,155.5684775792159,-98.1383625598915,36.96,199.91000000000003,-51.800000000000004,64,1,701.4557993761393,325,315.2650461413503
B_PA2_to_C2,127,21.448863093295273,155.54171133133082,-98.02332482807778,38.29,199.66000000000003,-51.800000000000004,64,1,702.809091657947,326,315.8732751331788
B_PA2_to_C2,128,22.526438964794103,155.51295701115404,-97.90314781249332,39.62,199.40000000000003,-51.800000000000004,64,1,704.1642669233647,327,316.4823504205477
B_PA2_to_C2,129,23.603376107384634,155.48221867535082,-97.77784391778182,40.94,199.14,-51.800000000000004,64,1,705.5096293280722,328,317.08701537730497
B_PA2_to_C2,130,24.67964765573138,155.44950057050062,-97.64742489607835,42.26,198.86,-51.800000000000004,64,1,706.8589995515467,329,317.6934816238508
B_PA2_to_C2,131,25.7552268488753,155.41480710488227,-97.51190216737936,43.57999999999999,198.56999999999996,-51.800000000000004,64,1,708.2104802210348,330,318.30089639753186
B_PA2_to_C2,132,26.830087607698424,155.37814292595095,-97.37129126067427,44.89999999999999,198.28,-51.800000000000004,64,1,709.5619608905229,331,318.90831117121286
B_PA2_to_C2,133,27.904203500133505,155.33951282222966,-97.22560371147092,46.22,197.98,-51.800000000000004,64,1,710.9156225912443,332,319.51670619612713
B_PA2_to_C2,134,28.977548636205537,155.29892175665492,-97.07485387430687,47.540000000000006,197.66000000000003,-51.800000000000004,64,1,712.2738567389523,333,320.12715627955185
B_PA2_to_C2,135,30.050097475835003,155.2563748690403,-96.91905729971259,48.85000000000001,197.33999999999997,-51.800000000000004,64,1,713.6223744436934,334,320.7332393667339
B_PA2_to_C2,136,31.12181509006912,155.21185602608776,-96.7581726374765,50.16,197.01,-51.800000000000004,64,1,714.973300052304,335,321.3404046716768
B_PA2_to_C2,137,32.19266435930694,155.16534617449724,-96.59215188515384,51.47000000000001,196.68000000000004,-51.800000000000004,64,1,716.3242256609146,336,321.94756997661966
B_PA2_to_C2,138,33.26264053382973,155.11689864444986,-96.42113376138818,52.769999999999996,196.32999999999998,-51.800000000000004,64,1,717.6705168626983,337,322.55265237557836
B_PA2_to_C2,139,34.33171910007252,155.06651938643978,-96.24513495979193,54.07999999999999,195.98,-51.800000000000004,64,1,719.0264667142783,338,323.16207579599046
B_PA2_to_C2,140,35.39987582541831,155.01421438336337,-96.06417264235867,55.38,195.61,-51.800000000000004,64,1,720.3780953615036,339,323.76955707736624
B_PA2_to_C2,141,36.46708644216983,154.95998983572957,-95.87826249657257,56.68,195.24,-51.800000000000004,64,1,721.7297240087289,340,324.37703835874197
