condition,x_mm,y_mm,z_mm,green_amplitude_percent,frequency_hz,velocity_m_per_s,wavelength_mm,physics_level
A_PA1_to_C1,196.3303370786517,-228.0,-51.8,0.5553649995794411,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,198.14157303370789,-228.0,-51.8,0.5556301295935305,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,199.95280898876405,-228.0,-51.8,0.5548670863546873,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,201.76404494382024,-228.0,-51.8,0.5530868149463831,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,203.57528089887643,-228.0,-51.8,0.5503039011247695,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,205.38651685393262,-228.0,-51.8,0.5485839087775589,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,207.19775280898878,-228.0,-51.8,0.5499862409030349,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,209.00898876404497,-228.0,-51.8,0.5504030528891023,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,210.82022471910113,-228.0,-51.8,0.5498412100683674,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,212.63146067415732,-228.0,-51.8,0.5483110271586978,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,214.4426966292135,-228.0,-51.8,0.5458261712731557,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,216.25393258426968,-228.0,-51.8,0.5430187820478481,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,218.06516853932587,-228.0,-51.8,0.5445574003255857,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,219.87640449438203,-228.0,-51.8,0.5451591424677056,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,221.68764044943822,-228.0,-51.8,0.5448304474515425,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,223.4988764044944,-228.0,-51.8,0.5435809261616745,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,225.31011235955057,-228.0,-51.8,0.5414232689250326,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,227.12134831460676,-228.0,-51.8,0.5383731413708157,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,228.93258426966295,-228.0,-51.8,0.5381377954060202,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,230.74382022471912,-228.0,-51.8,0.5389539979448541,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,232.5550561797753,-228.0,-51.8,0.538888146443836,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,234.36629213483147,-228.0,-51.8,0.5379490136897186,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,236.17752808988766,-228.0,-51.8,0.536148191703574,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,237.98876404494385,-228.0,-51.8,0.5334999947292915,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,239.8,-228.0,-51.8,0.5316252425889555,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,78.6,-223.90898876404495,-51.8,0.7675616540604949,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,80.41123595505617,-223.90898876404495,-51.8,0.7554835017913144,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,82.22247191011236,-223.90898876404495,-51.8,0.7419998316277595,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,84.03370786516854,-223.90898876404495,-51.8,0.730695953119135,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,85.84494382022471,-223.90898876404495,-51.8,0.7265224698226742,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,87.65617977528089,-223.90898876404495,-51.8,0.7215290051826069,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,89.46741573033708,-223.90898876404495,-51.8,0.7215238771232553,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,91.27865168539326,-223.90898876404495,-51.8,0.719535615115934,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,93.08988764044943,-223.90898876404495,-51.8,0.7155882121617022,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,94.90112359550562,-223.90898876404495,-51.8,0.7097171567561842,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,96.7123595505618,-223.90898876404495,-51.8,0.7028454233248893,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,98.52359550561798,-223.90898876404495,-51.8,0.7010893152989031,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,100.33483146067415,-223.90898876404495,-51.8,0.6974095816456286,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,102.14606741573033,-223.90898876404495,-51.8,0.6918426900167034,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,103.95730337078652,-223.90898876404495,-51.8,0.6844360295329666,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,105.7685393258427,-223.90898876404495,-51.8,0.6754028788113018,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,107.57977528089887,-223.90898876404495,-51.8,0.6720835535712557,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,109.39101123595506,-223.90898876404495,-51.8,0.6669212142151812,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,111.20224719101124,-223.90898876404495,-51.8,0.6599627906726475,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,113.01348314606741,-223.90898876404495,-51.8,0.6512654184100456,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,114.8247191011236,-223.90898876404495,-51.8,0.6408959247543276,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,116.63595505617977,-223.90898876404495,-51.8,0.6344009648052048,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,118.44719101123596,-223.90898876404495,-51.8,0.6283757134936674,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,120.25842696629213,-223.90898876404495,-51.8,0.6206481263860625,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,122.06966292134831,-223.90898876404495,-51.8,0.6112807385993432,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,123.8808988764045,-223.90898876404495,-51.8,0.6003450371730925,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,125.69213483146068,-223.90898876404495,-51.8,0.5942412532270873,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,127.50337078651685,-223.90898876404495,-51.8,0.5955021933261124,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,129.31460674157304,-223.90898876404495,-51.8,0.5953631701819582,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,131.1258426966292,-223.90898876404495,-51.8,0.5938323011269838,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,132.9370786516854,-223.90898876404495,-51.8,0.5909237450309911,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,134.7483146067416,-223.90898876404495,-51.8,0.5866765618461386,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,136.55955056179775,-223.90898876404495,-51.8,0.5891919541893914,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,138.37078651685394,-223.90898876404495,-51.8,0.5903589790941208,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,140.1820224719101,-223.90898876404495,-51.8,0.5901802388139883,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,141.9932584269663,-223.90898876404495,-51.8,0.5886641102434995,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,143.80449438202248,-223.90898876404495,-51.8,0.585824651908798,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,145.61573033707867,-223.90898876404495,-51.8,0.5821653888373616,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,147.42696629213484,-223.90898876404495,-51.8,0.5846135633718369,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,149.238202247191,-223.90898876404495,-51.8,0.585765930890979,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,151.0494382022472,-223.90898876404495,-51.8,0.5856254563879465,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,152.86067415730338,-223.90898876404495,-51.8,0.584200532910093,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,154.67191011235957,-223.90898876404495,-51.8,0.5815048875928601,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,156.48314606741573,-223.90898876404495,-51.8,0.5775574627554058,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,158.29438202247192,-223.90898876404495,-51.8,0.5795535843730216,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,160.10561797752808,-223.90898876404495,-51.8,0.5806613711208034,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,161.91685393258427,-223.90898876404495,-51.8,0.580530555376206,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,163.72808988764046,-223.90898876404495,-51.8,0.5791696571146411,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,165.53932584269666,-223.90898876404495,-51.8,0.5765921778924046,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,167.35056179775282,-223.90898876404495,-51.8,0.5728164826904149,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,169.16179775280898,-223.90898876404495,-51.8,0.574789205637541,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
A_PA1_to_C1,170.97303370786517,-223.90898876404495,-51.8,0.5760493803492206,5000000.0,3230.0,0.646,V4 coherent Green homogeneous steel field
