condition,scan_id,focus_x,focus_y,focus_z,max_response_raw,mean_response_raw,n_elements,sigma_mm,physics_level
A+B_2D8x8,114,21.330000000000005,186.87499999999994,-51.79999999999998,1.36393511010839e-05,6.6249011818424075e-09,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,115,22.705,186.70999999999995,-51.79999999999998,1.879870163055417e-05,8.06151041913997e-09,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,116,24.070000000000004,186.54,-51.79999999999998,1.4207061508629107e-05,9.01544458945842e-09,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,117,25.44,186.35000000000008,-51.79999999999998,1.6685752162300387e-05,1.0370354985497597e-08,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,118,26.804999999999986,186.16000000000003,-51.79999999999998,1.870321048268412e-05,1.2030001665083968e-08,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,119,28.165000000000003,185.95499999999998,-51.79999999999998,1.9892031024981475e-05,1.4770164004840562e-08,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,120,29.52999999999999,185.745,-51.79999999999998,2.79268106639169e-05,1.9657154960870954e-08,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,121,30.895000000000007,185.52000000000004,-51.79999999999998,3.863899229206525e-05,2.5766764028873913e-08,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,122,32.25,185.28500000000003,-51.79999999999998,4.827342134173405e-05,3.3913854484376494e-08,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,123,33.610000000000014,185.04000000000005,-51.79999999999998,6.0487292689717256e-05,4.1318881493122246e-08,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,124,34.965,184.78999999999996,-51.79999999999998,6.66093890339196e-05,5.048289982684047e-08,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,125,36.315,184.52000000000004,-51.79999999999998,6.788338245039847e-05,5.9357269797578495e-08,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,126,37.67,184.24999999999997,-51.79999999999998,7.795459945788548e-05,6.937110777131713e-08,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,127,39.02,183.96499999999997,-51.79999999999998,8.108372925942097e-05,8.211778464140309e-08,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,128,40.37,183.67000000000004,-51.79999999999998,0.00010412240721060667,1.0048445375645997e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,129,41.71000000000001,183.36999999999995,-51.79999999999998,0.00010950103692962029,1.2797565893744615e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,130,43.05,183.05500000000006,-51.79999999999998,0.0001677995003150593,1.631460535139038e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,131,44.39000000000001,182.73000000000002,-51.79999999999998,0.00021657199214284575,2.0484221653802566e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,132,45.72999999999999,182.39500000000004,-51.79999999999998,0.00032233444812315297,2.522297116719196e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,133,47.06500000000001,182.055,-51.79999999999998,0.0003830019219015448,2.984204126828418e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,134,48.39999999999999,181.69499999999996,-51.79999999999998,0.0005146062302469408,3.5195172305603353e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,135,49.73000000000001,181.33500000000004,-51.79999999999998,0.0005313182263107817,4.001795964642201e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,136,51.05999999999998,180.96000000000004,-51.79999999999998,0.0007081920235298329,4.764753133467176e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,137,52.38500000000001,180.57999999999996,-51.79999999999998,0.0005871733456509039,5.517926927401306e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,138,53.699999999999996,180.18499999999997,-51.79999999999998,0.0008327838763146884,6.688802059550959e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,139,55.02500000000002,179.785,-51.79999999999998,0.0006860449138619463,7.765555277656308e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,140,56.34,179.37000000000006,-51.79999999999998,0.0009296553650829069,9.322525902319552e-07,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,141,57.64999999999998,178.94999999999993,-51.79999999999998,0.0009486635252285673,1.09680287535895e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,142,58.96000000000001,178.52000000000007,-51.79999999999998,0.001106260545275417,1.2832848762178813e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,143,60.26499999999999,178.07499999999996,-51.79999999999998,0.0015651516192497243,1.5145486626291672e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,144,61.56999999999998,177.62500000000006,-51.79999999999998,0.0017804604138966285,1.755125198247281e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,145,62.870000000000005,177.15999999999997,-51.79999999999998,0.002078327132644489,2.1149474392068256e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,146,64.16499999999999,176.695,-51.79999999999998,0.0023223762327172475,2.5324155912264593e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,147,65.45499999999998,176.21000000000004,-51.79999999999998,0.0025022127372572897,2.9780158915718547e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,148,66.74500000000002,175.72499999999994,-51.79999999999998,0.0025205174604354917,3.5664768493255608e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,149,68.03,175.22499999999997,-51.79999999999998,0.0028237450909387577,4.267705762966202e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,150,69.31,174.71500000000003,-51.79999999999998,0.00358772401613693,5.054469771400459e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,151,70.585,174.195,-51.79999999999998,0.003948076815471676,5.9959667454829805e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,152,71.85999999999999,173.67499999999998,-51.79999999999998,0.004444475833011218,6.9695485481324745e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,153,73.12999999999998,173.13499999999996,-51.79999999999998,0.004600013280824886,8.116167267509388e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,154,74.39499999999998,172.58999999999995,-51.79999999999998,0.0045652691995607085,9.127424506890918e-06,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,155,75.66,172.03500000000005,-51.79999999999998,0.005046815295679562,1.0505377576474229e-05,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,156,76.91499999999999,171.47000000000003,-51.79999999999998,0.006391278636146042,1.2145608055358519e-05,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,157,78.17,170.89499999999995,-51.79999999999998,0.0060752274225822946,1.4117160625586056e-05,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,158,79.41999999999999,170.30999999999997,-51.79999999999998,0.009623906165948288,1.672227033692321e-05,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,159,80.66,169.71999999999997,-51.79999999999998,0.00869670024369538,2.0050574778327607e-05,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
A+B_2D8x8,160,81.89999999999998,169.115,-51.79999999999998,0.011008921584010414,2.38391547929518e-05,64,18.0,V4.1 Green coherent sum multiplied by Gaussian focal envelope
