path_name,scan_id,probe_x,probe_y,probe_z,focus_x,focus_y,focus_z,n_elements,scan_s_mm,scan_pixel
PA2_TO_C2,128,22.526438964794103,155.51295701115404,-97.90314781249332,39.62,199.40000000000003,-51.800000000000004,64,172.99763597102086,232.08732646864638
PA2_TO_C2,129,23.603376107384634,155.48221867535082,-97.77784391778182,40.94,199.14,-51.800000000000004,64,174.34299837572823,233.89221566200084
PA2_TO_C2,130,24.67964765573138,155.44950057050062,-97.64742489607835,42.26,198.86,-51.800000000000004,64,175.69236859920287,235.70248159901683
PA2_TO_C2,131,25.7552268488753,155.41480710488227,-97.51190216737936,43.57999999999999,198.56999999999996,-51.800000000000004,64,177.04384926869096,237.5155788335252
PA2_TO_C2,132,26.830087607698424,155.37814292595095,-97.37129126067427,44.89999999999999,198.28,-51.800000000000004,64,178.39532993817906,239.32867606803362
PA2_TO_C2,133,27.904203500133505,155.33951282222966,-97.22560371147092,46.22,197.98,-51.800000000000004,64,179.7489916389005,241.14469929459418
PA2_TO_C2,134,28.977548636205537,155.29892175665492,-97.07485387430687,47.540000000000006,197.66000000000003,-51.800000000000004,64,181.10722578660847,242.96685674946693
PA2_TO_C2,135,30.050097475835003,155.2563748690403,-96.91905729971259,48.85000000000001,197.33999999999997,-51.800000000000004,64,182.4557434913495,244.7759789784054
PA2_TO_C2,136,31.12181509006912,155.21185602608776,-96.7581726374765,50.16,197.01,-51.800000000000004,64,183.80666909996012,246.58833156346032
PA2_TO_C2,137,32.19266435930694,155.16534617449724,-96.59215188515384,51.47000000000001,196.68000000000004,-51.800000000000004,64,185.15759470857074,248.40068414851524
PA2_TO_C2,138,33.26264053382973,155.11689864444986,-96.42113376138818,52.769999999999996,196.32999999999998,-51.800000000000004,64,186.50388591035437,250.20681938219303
PA2_TO_C2,139,34.33171910007252,155.06651938643978,-96.24513495979193,54.07999999999999,195.98,-51.800000000000004,64,187.85983576193442,252.02591230859284
PA2_TO_C2,140,35.39987582541831,155.01421438336337,-96.06417264235867,55.38,195.61,-51.800000000000004,64,189.2114644091597,253.83920806464292
PA2_TO_C2,141,36.46708644216983,154.95998983572957,-95.87826249657257,56.68,195.24,-51.800000000000004,64,190.56309305638496,255.65250382069294
PA2_TO_C2,142,37.533327458259265,154.90385207524594,-95.68742349521645,57.980000000000004,194.86,-51.800000000000004,64,191.91749329265193,257.46951783963806
PA2_TO_C2,143,38.59857531813452,154.84580760475149,-95.49167293794679,59.269999999999996,194.47,-51.800000000000004,64,193.26515793936488,259.2774956370012
PA2_TO_C2,144,39.662806898498225,154.78586307022059,-95.29102930237937,60.56,194.06999999999996,-51.800000000000004,64,194.61575040195308,261.08940128548824
PA2_TO_C2,145,40.72599915709653,154.72402525901262,-95.08551026173888,61.85000000000001,193.66000000000003,-51.800000000000004,64,195.9693382269574,262.9053254030779
PA2_TO_C2,146,41.78812967252567,154.66030109872707,-94.87513555586693,63.13999999999999,193.25,-51.800000000000004,64,197.32292605196176,264.7212495206675
PA2_TO_C2,147,42.8491760867882,154.5946973695552,-94.65992407576107,64.42,192.81999999999996,-51.800000000000004,64,198.67322231574985,266.5327577996343
PA2_TO_C2,148,43.90911670401592,154.5272213537003,-94.43989668681203,65.7,192.39,-51.800000000000004,64,200.02351857953792,268.344266078601
PA2_TO_C2,149,44.96792978648344,154.45788129605768,-94.21507258127312,66.98,191.95000000000002,-51.800000000000004,64,201.377032524793,270.1600910818103
PA2_TO_C2,150,46.02559383187995,154.38668407085044,-93.9854713541777,68.25,191.5,-51.800000000000004,64,202.7244003290692,271.96767064617364
PA2_TO_C2,151,47.08208808186795,154.31363728095752,-93.7511147078041,69.52,191.04,-51.800000000000004,64,204.0751408667003,273.7797749467442
PA2_TO_C2,152,48.13739187572139,154.23874863471048,-93.5120235955986,70.79,190.57999999999998,-51.800000000000004,64,205.42588140433145,275.5918792473148
PA2_TO_C2,153,49.19148480348986,154.1620260381531,-93.26821888920249,72.06,190.09999999999997,-51.800000000000004,64,206.78356325218832,277.4132957568265
PA2_TO_C2,154,50.244346869708224,154.08347698062326,-93.01972230558997,73.31999999999998,189.62,-51.800000000000004,64,208.13189555544292,279.2221692578846
PA2_TO_C2,155,51.29595856754602,154.00311012760852,-92.76655613122028,74.58,189.13,-51.800000000000004,64,209.4838201095509,281.0358619918292
PA2_TO_C2,156,52.34630046281263,153.92093409495914,-92.50874189047303,75.84000000000002,188.63,-51.800000000000004,64,210.83940116577736,282.85446015581715
PA2_TO_C2,157,53.39535361782309,153.83695674326134,-92.24630226351488,77.09000000000002,188.12,-51.800000000000004,64,212.18943820230635,284.66562066493617
PA2_TO_C2,158,54.443099474220304,153.75118650031843,-91.97926021080472,78.34000000000002,187.59999999999997,-51.800000000000004,64,213.54328457468398,286.4818916402635
PA2_TO_C2,159,55.489519564142554,153.663631248831,-91.70763814280556,79.58,187.07999999999998,-51.800000000000004,64,214.88790347980168,288.28578338165255
PA2_TO_C2,160,56.53459623990898,153.5743005258712,-91.43146003128533,80.81999999999998,186.54,-51.800000000000004,64,216.2403826848174,290.10022021505023
PA2_TO_C2,161,57.57831172533226,153.4832032432207,-91.1507485139026,82.06,186.0,-51.800000000000004,64,217.59286188983316,291.9146570484479
