probe_config,condition,public_condition,scan_id,pa_s_mm,edm_id,edm_side,edm_x,edm_y,edm_z,length_mm,source_x,source_y,source_z,focus_x,focus_y,focus_z,ut_path_mm_raw,source_to_focus_mm_raw,ut_path_mm_display,geometry_center_mm_display,edm_to_focus_error_mm,edm_to_beam_axis_mm,projection_along_beam_mm,delay_span_us,n_elements,green_incident,green_phase_proxy,finite_beam_factor,born_response,kirchhoff_zone_response,edge_gtd_response,total_physics_response,continuous_geometry_echo,response_vs_geometry_percent_raw,note,edm_detectability_percent,edm_detectability_db
1D16,PA1_TO_C1,PA1 → C1,20,33.57407165328399,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-120.40479024007126,163.98681603386112,-82.36689882,-101.50623977262364,139.96358191793738,-51.8,57.27637744332241,43.2273789470431,55.77467265262205,51.75323472847826,34.81152132747401,34.73446706528648,45.54229035435593,1.0666519924331936,16,1.3967363784339129,-0.5191570967047762,0.23535237727260355,0.11505382948064187,0.10473784651124714,0.20086176673002698,0.3365227541775328,111.04073661001684,0.3030624295653092,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,7.913759709742776,-22.032342812299678
1D16,PA1_TO_C1,PA1 → C1,21,35.23778929418445,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-118.90312329828164,164.55897120733982,-81.9360958,-100.2819634722582,140.840773871955,-51.8,57.71483497209914,42.63196861714625,55.90017837709174,51.5828022466392,36.304628506438554,36.2321571922688,44.9247477572369,1.067087249592328,16,1.386125422322945,-0.5456037100719403,0.20721008648419922,0.10052670902311961,0.08877175091536772,0.1745521055287958,0.2910804523738265,112.5915634604187,0.2585277648055355,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,6.845126303330011,-23.2923706808169
1D16,PA1_TO_C1,PA1 → C1,22,36.89441236736583,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-117.4015799372483,165.12263995325603,-81.52131262,-99.0531156252312,141.7115446465763,-51.8,58.198622107938135,42.04880438161801,56.03865941798523,51.41587513269732,37.797772591229496,37.72997232655327,44.31172309333175,1.0654371423802864,16,1.3746029906279897,0.8418060944438295,0.1814537622872083,0.0872994095052439,0.07468556553896194,0.15073132322756844,0.2501730386174194,114.15306738420273,0.21915577421622578,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,5.883136545441464,-24.60782143359877
1D16,PA1_TO_C1,PA1 → C1,23,38.55925799904916,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-115.89026747389566,165.6832415368084,-81.10493361,-97.8140229190828,142.56760508096949,-51.8,58.723601131453144,41.471223756364104,56.18893137901522,51.25054629226348,39.289554233955805,39.22623970896583,43.70084035966308,1.0689957442861004,16,1.3623142732837434,0.821414444279494,0.15807023173081308,0.07536946650385443,0.07104487091865161,0.1293718553863224,0.22062895424706275,115.74290713481538,0.19061984851484495,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,5.188369901436091,-25.699381374866995
1D16,PA1_TO_C1,PA1 → C1,24,40.21568904688476,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-114.38374866471656,166.23508939740233,-80.6930734,-96.56919061106257,143.41537880798327,-51.8,59.284497386124904,40.9011902092059,56.34948442275315,51.08737775571738,40.78109045532333,40.72257344841833,43.08507446974677,1.0664711597004717,16,1.3494252886880913,0.13572250534907157,0.13696349201516098,0.06468769991330069,0.06800433848922076,0.11036212835687517,0.1944433334075173,117.35599808828137,0.16568674509610218,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,4.572581790224826,-26.796770350270368
1D16,PA1_TO_C1,PA1 → C1,25,41.86556430322627,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-112.87708954377928,166.7784937043893,-80.29712085999998,-95.31611782598392,144.25087126756995,-51.8,59.886468128403614,40.3480779918764,56.5217947815923,50.92905284396903,42.271618903113605,42.21814030152739,42.4737294615725,1.0674328546458476,16,1.3358610467471652,-0.287962740596101,0.1180500704990826,0.05519447176091839,0.06497300184532388,0.095118772374132,0.17222899678429943,118.96477450465973,0.14477310405657381,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,4.050183468075287,-27.85050606722271
1D16,PA1_TO_C1,PA1 → C1,26,43.514549919286736,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-111.37036182984778,167.31584232356897,-79.89689390000001,-94.0584099843881,145.07942248890697,-51.8,60.520332419956375,39.79444044826767,56.703234469374024,50.77057756085988,43.762083771678085,43.713548257550826,41.854943972687366,1.069741948687259,16,1.321869804760363,-0.39873243915953915,0.10120648369746278,0.04682362819597679,0.061971208497354255,0.09350882775051347,0.16184293155507562,120.6198641300145,0.1341760187862816,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,3.805941961272359,-28.390756775479908
1D16,PA1_TO_C1,PA1 → C1,27,45.173821972157484,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-109.84883488179057,167.85016377831334,-79.50620210999999,-92.79086403932423,145.89280952110386,-51.8,61.19796780323364,39.252177144703644,56.89720335831473,50.61535808280232,45.250993960272154,45.20688893158556,41.249587347910634,1.0701517962031808,16,1.307232950238143,-0.10226016340154877,0.08632147599541853,0.0394947972070407,0.05899990259268302,0.09185029960529505,0.15227599952401502,122.28621057896328,0.1245242605875718,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,3.580963411342526,-28.92000232778328
1D16,PA1_TO_C1,PA1 → C1,28,46.81566783885799,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-108.34177621247846,168.3729833905493,-79.11749698999998,-91.51717346437468,146.69657134598236,-51.8,61.89950832214682,38.71924248427397,57.09801494277238,50.46280887047874,46.739342688637194,46.70035542372633,40.62789600534537,1.0718014708145862,16,1.2924173740387703,0.42391549559849817,0.07323329247538386,0.03312679284363709,0.05608443574633688,0.0901772465737865,0.14351078013100838,123.96936747792898,0.11576309781249668,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,3.3748381517030603,-29.434940998926955
1D16,PA1_TO_C1,PA1 → C1,29,48.46808132623432,EDM_01,C1,-126.838,116.0865,-51.63,4.0,-106.81977257639309,168.8926958202528,-78.73818939,-90.23528945900809,147.48719891243675,-51.8,62.642459068863516,38.19563359538443,57.310679945862006,50.312929101913255,48.22645758437112,48.19193097904119,40.0201882392571,1.0703829270771177,16,1.2770890732762448,0.9819927464101383,0.061811483097046586,0.027628569383183123,0.053219435914623914,0.08846804767539587,0.13545284237856234,125.66881468304882,0.10778556535301932,Green + Born + Kirchhoff zone + Edge/GTD proxy; CIVA-like dB display,3.1853455175875034,-29.936869048406358
