scan_id,focus_x,focus_y,focus_z,condition,max_response_raw,mean_response_raw,sigma_mm,n_elements,physics_level
13,-110.13500000000003,152.015,-51.79999999999998,A_PA1_to_C1,1.2972881303926944,0.011670763246712837,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
14,-109.02499999999999,152.82999999999998,-51.79999999999998,A_PA1_to_C1,1.3887596154039856,0.011625965660461807,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
15,-107.91000000000003,153.625,-51.79999999999998,A_PA1_to_C1,1.385722508755581,0.011522166014475066,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
16,-106.78499999999998,154.42000000000002,-51.79999999999998,A_PA1_to_C1,1.2378631598124914,0.011471596652623263,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
17,-105.64999999999998,155.21,-51.79999999999998,A_PA1_to_C1,1.222183934790388,0.011454671276412962,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
18,-104.51500000000003,155.99000000000004,-51.79999999999998,A_PA1_to_C1,1.2524056663512007,0.011401181310533524,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
19,-103.375,156.755,-51.79999999999998,A_PA1_to_C1,1.272178504229792,0.011331676974155836,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
20,-102.22499999999997,157.515,-51.79999999999998,A_PA1_to_C1,1.2061866865843027,0.01126324433297445,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
21,-101.07000000000002,158.27,-51.79999999999998,A_PA1_to_C1,1.1296229460459373,0.011191200825478176,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
22,-99.91000000000001,159.01000000000002,-51.79999999999998,A_PA1_to_C1,1.1913881923670027,0.011196683552948375,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
23,-98.74499999999998,159.74499999999998,-51.79999999999998,A_PA1_to_C1,1.1938567474951398,0.01114962359855648,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
24,-97.57499999999996,160.47499999999997,-51.79999999999998,A_PA1_to_C1,1.0850110081623663,0.01107257652473127,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
25,-96.40000000000003,161.19,-51.79999999999998,A_PA1_to_C1,1.0678619781281997,0.01098363074947177,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
26,-95.22500000000001,161.89999999999995,-51.79999999999998,A_PA1_to_C1,1.0559092914162158,0.010907361040238435,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
