scan_id,focus_x,focus_y,focus_z,condition,max_response_raw,mean_response_raw,sigma_mm,n_elements,physics_level
169,92.84499999999998,163.29500000000004,-51.79999999999998,A_PA1_to_C1,0.8786153891525453,0.007125009434050733,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
170,94.03499999999998,162.60000000000002,-51.79999999999998,A_PA1_to_C1,0.9007167636828873,0.007023239955068055,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
171,95.22500000000001,161.89999999999995,-51.79999999999998,A_PA1_to_C1,0.7415504248456978,0.0069526794686788195,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
172,96.40000000000003,161.19,-51.79999999999998,A_PA1_to_C1,0.7830516453486788,0.006941032548053172,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
173,97.57499999999996,160.47499999999997,-51.79999999999998,A_PA1_to_C1,0.7599652199369512,0.00690421331088814,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
174,98.74499999999998,159.74499999999998,-51.79999999999998,A_PA1_to_C1,0.7325456065231375,0.006898634661987556,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
175,99.91000000000001,159.01000000000002,-51.79999999999998,A_PA1_to_C1,0.7789604854163779,0.0069999181052132105,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
176,101.07000000000002,158.27,-51.79999999999998,A_PA1_to_C1,0.7377168221793641,0.006980110161953704,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
177,102.22499999999997,157.515,-51.79999999999998,A_PA1_to_C1,0.7402160254462934,0.007038435063825206,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
178,103.375,156.755,-51.79999999999998,A_PA1_to_C1,0.7772816104755879,0.007003776940005574,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
179,104.51500000000003,155.99000000000004,-51.79999999999998,A_PA1_to_C1,0.7232166150324849,0.007088042833354635,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
180,105.64999999999998,155.21,-51.79999999999998,A_PA1_to_C1,0.7081071688802849,0.007273724391320185,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
181,106.78499999999998,154.42000000000002,-51.79999999999998,A_PA1_to_C1,0.7726602072697231,0.007365905793158248,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
182,107.91000000000003,153.625,-51.79999999999998,A_PA1_to_C1,0.8369858461970594,0.0073816802868647965,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
183,109.02499999999999,152.82999999999998,-51.79999999999998,A_PA1_to_C1,0.9134576374082666,0.007518982220029165,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
184,110.13500000000003,152.015,-51.79999999999998,A_PA1_to_C1,0.9261603179498888,0.007547500170526007,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
185,111.24499999999996,151.19499999999996,-51.79999999999998,A_PA1_to_C1,0.9315934814896846,0.007566674147874429,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
186,112.34500000000001,150.37000000000006,-51.79999999999998,A_PA1_to_C1,0.9347196795410224,0.007518554531866347,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
187,113.43999999999996,149.53499999999997,-51.79999999999998,A_PA1_to_C1,1.0029319387720064,0.0075418256917710435,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
188,114.52500000000002,148.69000000000005,-51.79999999999998,A_PA1_to_C1,1.0743568108518669,0.007536551155523683,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
189,115.60999999999997,147.83999999999997,-51.79999999999998,A_PA1_to_C1,1.1275749401093418,0.007596625264364698,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
190,116.68500000000004,146.97999999999996,-51.79999999999998,A_PA1_to_C1,1.1270968243330557,0.007656626639434806,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
191,117.755,146.11499999999998,-51.79999999999998,A_PA1_to_C1,1.0912522287220352,0.00771524212243245,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
192,118.81500000000004,145.24,-51.79999999999998,A_PA1_to_C1,1.0957323164207196,0.007768332465722843,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
193,119.86500000000001,144.355,-51.79999999999998,A_PA1_to_C1,1.1641520302696673,0.0077873312489507044,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
194,120.91499999999998,143.465,-51.79999999999998,A_PA1_to_C1,1.2912040906274702,0.007786221039088238,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
195,121.96000000000004,142.57000000000005,-51.79999999999998,A_PA1_to_C1,1.3428003522494625,0.007828592055203242,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
196,122.995,141.665,-51.79999999999998,A_PA1_to_C1,1.370740701773902,0.007976026788197112,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
197,124.01999999999998,140.75,-51.79999999999998,A_PA1_to_C1,1.3451927656756246,0.00833803203705826,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
198,125.04500000000004,139.83,-51.79999999999998,A_PA1_to_C1,1.2275960111815336,0.009135577489354178,22.0,64,V4.1b Green + Gaussian with validated reference-frame correction
